image_id,source,prompt,evaluation_seed
000000096215,coco-30k,A group of women standing next to each other in an office.,28674
000000384114,coco-30k,Several men standing outside of small airplane with man retrieving luggage from cart.,11054
000000263881,coco-30k,A giraffe that has its legs spread out.,35398
000000162114,coco-30k,A motorcycle is parked on the sidewalk outside a tattoo shop.,89063
000000346759,coco-30k,A red and white plane is sitting on the runway. ,96711
000000551334,coco-30k,the person is sitting at a desk  with a television behind him ,63116
000000379158,coco-30k,the room has a glass shower as well as a red cross kit,18251
000000145025,coco-30k,A man sits with his bike on the beach,77958
000000306755,coco-30k,The child stands beside a toilet bowl with a light inside it.,58226
000000258112,coco-30k,A store with a taxi and bus parked out front,83220
000000144333,coco-30k,A woman riding a bike with a basket on it.,68817
000000348216,coco-30k,Your guess is as good as mine as to what these objects are.,96459
000000110042,coco-30k,"A game at an outdoor fair called ""Ball In The Bog""",28229
000000009527,coco-30k,A picture of a messy desk with an open laptop.,76996
000000504487,coco-30k,A couple of giraffe standing around a tree.,44915
000000241291,coco-30k,A large group of people on bikes on a road.,40994
000000355418,coco-30k,a small bathroom with a toilet in it,31441
000000250246,coco-30k,A white toilet filled with bags of garbage.,34578
000000524361,coco-30k,A small bed laying on top of a table.,66318
000000521869,coco-30k,A dog driving a car down a street past a truck.,66745
000000137031,coco-30k,A small white airplane flying high up in the sky.,81303
000000265243,coco-30k,A city street at night filled with lots of traffic.,96367
000000117914,coco-30k,A toilet and towel rack are in a bathroom.,78972
000000392991,coco-30k,A white cake with chocolate being poured over the top of it.,62123
000000149780,coco-30k,A woman playing  with a toilet seat and putting a normal chair over it.,92199
000000530207,coco-30k,A woman holding onto a pink bag of luggage.,98823
000000220741,coco-30k,A bathroom that has a special shelf for towels. ,44362
000000098656,coco-30k,A man in a dress riding a tiger motorcycle.,29595
000000466339,coco-30k,A wooden door in front of an entrance next to a black cat.,40249
000000301641,coco-30k,A person is driving a speedboat quickly through the water.,73848
000000437931,coco-30k,A herd of sheep standing on top of a grass covered field.,45543
000000268059,coco-30k,The woman stands cooking at a pot over a fire.,2731
000000328818,coco-30k,The woman is tying her shoe on a bench next to a parked bicycle.,10036
000000389128,coco-30k,A white toilet sitting in a bathroom under a white cabinet.,77705
000000394328,coco-30k,There is an indoor toilet underneath a sign that says please flush. ,86092
000000035489,coco-30k,The dog with a cartoon collar is looking out of a car window.,63211
000000421370,coco-30k,A man on a motorcycle going down the street.,39841
000000225913,coco-30k,A couple of people standing at a counter with some food.,56335
000000072428,coco-30k,a toilet sits next to a shower an sink ,85738
000000538934,coco-30k,A view of a kitchen with a bunch of cleaning supplies around it.,98663
000000456292,coco-30k,A cat climbing into a cat door on a wall.,57495
000000294030,coco-30k,The jet is flying high in sky threw the sun,35431
000000074331,coco-30k,This is a case full of yellow bananas. ,12733
000000101491,coco-30k,A teenager wheeling a suitcase down a crowded street.,81340
000000198645,coco-30k,A man sitting on a green bench in the park,28903
000000263146,coco-30k,A dog is posing on top of a motorcycle. ,14754
000000306229,coco-30k,This is an air show put on by the US Navy Blue Angels. ,96298
000000119861,coco-30k,This photo has a blurry background but you can see some nice wooden benches in the foreground.,43355
000000264032,coco-30k,Extra hands would be a help for this messy kitchen.,12774
000000459598,coco-30k,A cat sits curiously perched in an empty cup,92281
000000082530,coco-30k,A toilet with a red seat sitting next to a paper towel dispenser.,75632
000000226360,coco-30k,A cat and a metal bowl on a wooden platform.,89178
000000178331,coco-30k,a couple of buildings near a busy street,94905
000000188818,coco-30k,a painting is hanging over a television in a room,19930
000000187349,coco-30k,A dog is getting its picture taken from the driver's seat,63137
000000334050,coco-30k,a shelf with a bunch of stuff on it,78706
000000285192,coco-30k,A man races a motorcycle on a track.,16499
000000387773,coco-30k,All of the people have their motorcycles parked.,62435
000000307784,coco-30k,A white sink on a counter in a room.,85224
000000286202,coco-30k,a small plane is flying in the sky,54122
000000033647,coco-30k,Benches line the sidewalk of a city park in autumn.,97120
000000022656,coco-30k,A man is taking a picture of his bathroom sink.,39236
000000378561,coco-30k,A red headed boy sits hugging his Black Labrador dog.,28874
000000242365,coco-30k,a woman is standing at a sink in a kitchen,70058
000000560474,coco-30k,a wax head is looking out of a car window,30248
000000523660,coco-30k,a woman is holding a spoon in a kitchen,83065
000000238355,coco-30k,a mirror that has a big white sink on it,63675
000000290750,coco-30k,Lots of people stand in a busy kitchen.,82715
000000496099,coco-30k,The table  top was white with brown chairs,46899
000000579664,coco-30k,Vegetables are displayed in a wooden barrel outdoors.,43903
000000461692,coco-30k,A toilet is sitting in an empty bathroom with a shower.,98867
000000469174,coco-30k,The plane was flying high near the flag in the air,12253
000000157417,coco-30k,A person wearing a helmet is riding a motorcycle on a dirt road. ,18251
000000148668,coco-30k,a bike chained to a metal pole on the sidewalk,99963
000000297147,coco-30k,A motorcycle parked on the pavement near a building.,74137
000000558587,coco-30k,a woman riding a little pink motorcycle by a car,44011
000000384849,coco-30k,A blue van is parked next to a broken fire hydrant.,12811
000000510782,coco-30k,a pink suitcase is in the back of a vehicle,55585
000000507187,coco-30k,Two vintage motorcycles sitting in the grass on display.,20235
000000087038,coco-30k,A person on a skateboard and bike at a skate park.,55193
000000280972,coco-30k,A foot pushing a flush button in a blue tiled bathroom.,29538
000000369128,coco-30k,a cup with toothbrushes and toothpaste and some soap,42541
000000461248,coco-30k,The crowd is waiting for the event to begin.,60474
000000564163,coco-30k,"A man with  a green hat, glasses, an Oregon State t-shirt, and blue jeans sits on a closed toilet.",15705
000000071345,coco-30k,two trains go side by side down a street,43352
000000291067,coco-30k,"A ""Virgin Records"" train next to a blue, yellow and red train at a subway station. ",50196
000000188136,coco-30k,Table with water pitchers and bowls of fruit against the wall in huge kitchen,89400
000000526030,coco-30k,A kitchen has a stove with cupcakes on top of it.,81974
000000260657,coco-30k,A worn and a new sign for the same Mexican food restaurant.,96541
000000228942,coco-30k,A white passenger train passing a parking lot at night.,6401
000000070813,coco-30k,A cozy bed stands between two windows within an upstairs bedroom.,99878
000000554459,coco-30k,A man and two women are standing beside an airplane.,2220
000000464689,coco-30k,A picture of the entrance to an old house.,82249
000000172315,coco-30k,A young man sitting on the windowsill of a store front talking on his phone.,79662
000000325423,coco-30k,A CLEAN AND COLORFUL BATHROOM WITH A LARGE MIRROR,56694
000000245659,coco-30k,"A small bathroom with a toilet, trash can and toilet brush",53619
000000128262,coco-30k,An old rusty bus is parked next to a small church,58323
000000296012,coco-30k,A small green car has a plaque with writing in front of it. ,44152
000000213091,coco-30k,A kitchen with white cabinets and a grey counter top.,58972
000000441453,coco-30k,A man is sitting on a motorcycle while a young girl looks at a helmet.,17266
000000260107,coco-30k,a squat toilet inside of a small stall.,79306
000000058539,coco-30k,A man wearing a suit and tie and red hat with a silver buckle.,87708
000000315672,coco-30k,Two airliners on the snowy runway of an airport,14144
000000062726,coco-30k,The bus stop is lined up with buses and people walking on the sidewalk. ,36353
000000442417,coco-30k,a man that is in a store with a cell phone,65729
000000108026,coco-30k,A man holds a controller and keyboard with his hands,47252
000000303099,coco-30k,Two cats are shown sitting on a toilet.,50099
000000493509,coco-30k,The woman is working on her laptop while the man is on the cell phone.,48192
000000578203,coco-30k,There is a bowl of fresh fruit on the table.,95550
000000485844,coco-30k,a lady that has a bowl in her hand,35843
000000375450,coco-30k,The people are all watching and listening to the bikers on the corner of the road,82978
000000393777,coco-30k,This photo shows a man in a chair with a toddler next to him.,25650
000000246263,coco-30k,"A bathroom with a glassed in tub, toilet and sink",37611
000000347558,coco-30k,A renovated kitchen with stainless steel appliances and a huge stove,37749
000000111409,coco-30k,a man that is riding a bike on some concrete ,39793
000000060364,coco-30k,A small bathroom with a shower curtain and toilet,17013
000000395180,coco-30k,A cyclist pauses near the water to observe a canoe.,22716
000000473936,coco-30k,a motorcycle is parked on the side of the street,13726
000000542101,coco-30k,A person that is riding a dirt bike. ,11227
000000032947,coco-30k,A woman is seen cleaning a perfectly white bathroom.,51774
000000094317,coco-30k,Ornate cabinet displayed next to kitchen sink in residence.,12432
000000179441,coco-30k,The living room has a dog sitting on the floor watching the television. ,81129
000000572075,coco-30k,A cat is drinking water from the toilet bowl,74480
000000515056,coco-30k,People are crossing the street through the crosswalk.,76651
000000216115,coco-30k,An American Airlines airplane is sitting on the runway,21399
000000242907,coco-30k,A small bathroom stall with a toilet and seat covers,17561
000000158795,coco-30k,A person is shown riding a bicycle down the side of the road.,80650
000000484450,coco-30k,A man riding on the back of a motorcycle next to another man.,35484
000000553129,coco-30k,The organized kitchen of a busy family in a suburban home,98630
000000154633,coco-30k,Close up of the flower extending from a banana tree stalk,53081
000000173737,coco-30k,An airplane can be seen flying through cloudy skies.,33372
000000348045,coco-30k,Three white urinals mounted to a bathroom wall.,14167
000000252610,coco-30k,an all white and marble bathroom with a toilet and a sink in frame ,45372
000000306159,coco-30k,point of view shot of man using a small urinal in bathroom,9649
000000140197,coco-30k,A number of people riding bicycles in a metropolitan area.,63545
000000048956,coco-30k,A giraffe eating leaves from a giant rock.,13943
000000205002,coco-30k,A man on a motorcycle waits at the traffic light,9326
000000010844,coco-30k,A kitchen filled with lots of counter top space.,64626
000000287320,coco-30k,A white toilet sitting next to a brown chair.,76
000000374707,coco-30k,a glass walled shower in a home bathroom,83998
000000446113,coco-30k,A train passing by a field with a grounded airplane,75604
000000367680,coco-30k,"Cars, truck and carriages are traveling on the road",88495
000000371883,coco-30k,a bathroom with a toilet with a sink,83506
000000244754,coco-30k,a living room with some fancy curtains behind a couch ,3029
000000058029,coco-30k,a bathroom with a big mirror above the sink,72170
000000567686,coco-30k,A keyboard and mouse along with other items on the desk ,63596
000000128461,coco-30k,The plane is flying high in the sky.,76303
000000248334,coco-30k,a boat filled with people going down a river,71607
000000217312,coco-30k,two women stand on a train platform waiting to board.,84582
000000299550,coco-30k,A white ceramic sink next to a toilet.,62900
000000264683,coco-30k,Many planes are arranged in a large building.,74729
000000253579,coco-30k,a man that has a pan on a stove,64560
000000020748,coco-30k,A person is riding a motorcycle with dogs in a cage on the back of it.  ,20495
000000268395,coco-30k,"A bathroom contains a toilet, a sink and a bathtub.",74058
000000178078,coco-30k,a line of cars with a motorcycle in front,33100
000000510707,coco-30k,a kitchen with a big sink and a rack for the pots,87908
000000484587,coco-30k,A small bathroom has a toilet and litter box.,13098
000000024053,coco-30k,This room has a wall with a mural on it.,55288
000000042620,coco-30k,a person in a kitchen preparing food on a pan,49408
000000195113,coco-30k,This is a colander with green apples in it.,1204
000000340398,coco-30k,This is a view of mountains of a airplane.,89620
000000524011,coco-30k,two large air planes on a run way,97437
000000482907,coco-30k,Silver and red airplane flying through the air alone. ,52869
000000529966,coco-30k,Two glass bowls of oranges add up to more than enough.,42813
000000508602,coco-30k,Bird standing on car roof near covered pavilion.,93845
000000044312,coco-30k,a boy carrying a big bag of food across his shoulders ,82691
000000482100,coco-30k,These toilets are being used outside as decor,7836
000000490294,coco-30k,Plane flying in sky above power line wires.,40017
000000448320,coco-30k,This bathroom has a sleek counter top that wraps around the toilet.,98774
000000490869,coco-30k,"On a TV screen, a dog is lying on the floor in front of a large picture with a dog's head on it.",67172
000000523426,coco-30k,This bathroom has gray walls and white fixtures.,22922
000000061181,coco-30k,This shot is of a crowded highway full of traffic,3077
000000101656,coco-30k,A young man standing next to a bike,42068
000000097427,coco-30k,Stacked washer dryer in kitchen near fridge and stove.,8569
000000119802,coco-30k,stuffed animals are sitting together in a street corner,22360
000000070192,coco-30k,This studio apartment has a twin size bed by the wall.,13552
000000254919,coco-30k,There are many cars parked next to the ship.,51012
000000360910,coco-30k,A giraffe behind a wire fence in a zoo.,538
000000170178,coco-30k,The men are in the kitchen preparing the meal.,33465
000000418175,coco-30k,a kitchen that makes food has pots and pans.,11216
000000445567,coco-30k,A female wearing winter clothing standing next to a tent inside an unfinished building.,88823
000000528811,coco-30k,a green train that is sitting on a train track,91711
000000304355,coco-30k,this clean bathroom has all white fixtures in it,89255
000000392892,coco-30k,a dining room table that is in a room,36708
000000525227,coco-30k,a man is doing a jump on his board,42378
000000272253,coco-30k,Whatever is in the cup does not please this woman.,93192
000000571504,coco-30k,A stoplight and utility lines with a brick building.,27400
000000106193,coco-30k,A modern bathroom is designed to be useful.,40548
000000560893,coco-30k,Benches surround a pond in a park in autumn.,90790
000000377832,coco-30k,A huge crowd is walking down one side of a street.,21477
000000472445,coco-30k,The lights are on above the mirror of the bathroom sink.,26919
000000059732,coco-30k,An adult and a child cross the city street at night.,74005
000000004772,coco-30k,A man is staring out of a boat window.,64422
000000500049,coco-30k,A plane is parked in an airport field.,62824
000000213309,coco-30k,a pink toilet in a small flower patterned bathroom stall,56358
000000015810,coco-30k,A man in a red shirt in a bathroom with two mirror and a photo,87828
000000066717,coco-30k,A man is standing in a train in a train station.,28083
000000305159,coco-30k,Two eyes peeping through two doors with a floor,34000
000000224322,coco-30k,a person standing next to a parked motorcycle on a field ,77180
000000024845,coco-30k,A bathroom with tan walls and fake tiled flooring. ,75568
000000235404,coco-30k,"A bathroom with a sink, a fan and a mirrored medicine chest.",48464
000000067078,coco-30k,An old man holding a plaque next to a motorcycle.,90920
000000578343,coco-30k,A room with a desk and dresser holding a tv,48137
000000485452,coco-30k,"A bathroom with a shower curtain, a toilet, a sink and cabinets.",91249
000000448983,coco-30k,A large white castle like building with a statue in front. ,36249
000000449296,coco-30k,A kitchen sink with cupboards of dishes stored above it.,39397
000000282130,coco-30k,A motorcycle is parked in the gravel alongside a street.,14994
000000323951,coco-30k,a person carrying their surfboard while walking along a beach,2655
000000461092,coco-30k,A grey brick building with snow outside. ,59623
000000032932,coco-30k,A group of people standing around a kitchen next to appliances.,90462
000000114303,coco-30k,"A bathroom area with a tub, shelves and a sink.",98692
000000462756,coco-30k,A grey motorcycle on dirt road next to a building.,57854
000000243600,coco-30k,A group of smiling young children sit at a table in the library.,43613
000000142581,coco-30k,A stone clock tower juts out from the fog below.,26655
000000049097,coco-30k,A bike and a dog on the sidewalk outside a red building.,87103
000000229643,coco-30k,"A man takes a picture in the bathroom mirror
",73725
000000108169,coco-30k,a view of an air plane wing in the air ,77313
000000129322,coco-30k,a bath room with a toilet and toilet paper ,89121
000000373793,coco-30k,"A doorway view with a toilet, shower and a sink.",58113
000000554900,coco-30k,a close up of a toilet with tiled walls ,60724
000000557677,coco-30k,A bathroom with a white toilet sitting next to a  white tub.,14661
000000381576,coco-30k,Petals gather along the edge of a pond in front of two park benches.,14960
000000173490,coco-30k,A white toilet sitting below a bathroom window.,11963
000000206147,coco-30k,Various items used for cooking a recipe atop a clean table.,41681
000000257036,coco-30k,there is a cat sitting on a table next to a bike wheel ,7289
000000109323,coco-30k,Several motorcycles lined up in a row in front of a old building.,46375
000000215151,coco-30k,A man flying through the air while riding a skateboard.,27607
000000035148,coco-30k,there are cars coming down the street to a green light,29241
000000468027,coco-30k,A woman sits on a table and portrays a time gone by. ,34562
000000359203,coco-30k,A old bench next to an old building.,63334
000000369082,coco-30k,"A kitchen with a stove, oven, cabinets and blender.",98263
000000262161,coco-30k,Large motorcycle sitting on a grassy area in a line.,40190
000000010393,coco-30k,a man is riding a white bike down the street,4855
000000310543,coco-30k,A person standing in a bathroom next to a white toilet.,43056
000000567197,coco-30k,an old black and white photo of cars parked near a building ,89495
000000152298,coco-30k,a brown wood counter with sink in a bathroom,28788
000000020161,coco-30k,A man holding a book while sitting down.,92827
000000365652,coco-30k,a person sitting on a bike near many other parked bikes ,8331
000000456756,coco-30k,A giraffe leaning up to a tree to chew on a branch.,32705
000000321811,coco-30k,Small woman with a cooking apron around her waste reaching into the oven and pulling out a plate of food.,45516
000000539565,coco-30k,Small boy on a skateboard riding down the street way.,70314
000000248810,coco-30k,The adult giraffe is standing near a metal fence.,90479
000000025014,coco-30k,A standing toilet sitting inside of a bathroom stall.,14252
000000173799,coco-30k,Two men herding a pack of elephants across a field.,55007
000000396295,coco-30k,A bathroom shower with towel hanging from the door.,92313
000000279149,coco-30k,The girl in this picture is not wearing many clothes.,93145
000000370818,coco-30k,A room with a large cabinet filled with white towels.,51439
000000006861,coco-30k,A white toilet bowl with a plunger standing near it,25196
000000527497,coco-30k,An office cubicle with two computers on the desk,69948
000000398818,coco-30k,A bunch of bananas sitting on top of a tiled floor.,82443
000000293148,coco-30k,The woman is in the kitchen preparing a meal.,87205
000000186822,coco-30k,A bathroom sink sitting under a mirror sitting next to a toilet.,4100
000000461751,coco-30k,The man is riding his motorcycle while smoking a cigarette. ,60181
000000339022,coco-30k,The two men are riding their motorcycles in the parking lot.,64880
000000086559,coco-30k,A herd of giraffe standing around a lush green tree.,13113
000000225184,coco-30k,A dog herding a group of sheep in a meadow,81156
000000175864,coco-30k,AA tennis player sitting down drying himself off,5868
000000112164,coco-30k,a baby giraffe sniffs an adult giraffe ,60111
000000335631,coco-30k,A view of a bunch of sheep lined up with a man behind them.,56174
000000210299,coco-30k,A little boy riding his bike and wearing a helmet,8677
000000431140,coco-30k,A toilet and sink side by side in a bathroom and a mirror. ,81448
000000069189,coco-30k,A man riding a bike down a street.,8933
000000305412,coco-30k,A close-up shot of a metal squat toilet.,83774
000000184557,coco-30k,A cat with its paws halfway into an open toilet.,40422
000000510852,coco-30k,"A double headed shower, with the curtain open.",31318
000000316842,coco-30k,This is the inside of someone's deejay station.,91620
000000374430,coco-30k,A man is cooking food at an island with wine glasses and bottles with women watching.,35508
000000452684,coco-30k,A large pitcher of some beverage is on the table next to orange slices.,13691
000000163628,coco-30k,A bathroom door is open showing a shower with the shower curtain mostly open.,30078
000000007574,coco-30k,A kitchen with a very messy counter space.,1145
000000563730,coco-30k,An orange lying next to a green utensil.,12242
000000137412,coco-30k,A cat is laying in front of a laptop and a monitor.  ,88661
000000375554,coco-30k,BMX bikers waiting in sandy area for something with gear to ride.,21187
000000572630,coco-30k,Columns of black motorcycles in front of very old buildings.,58950
000000227952,coco-30k,An empty modern kitchen is lit at night,73613
000000287190,coco-30k,a lady that is i a blue towel laying down,2544
000000009236,coco-30k,A kitchen with a black automatic dishwasher next to a  doorway.,86585
000000463203,coco-30k,A white car with chrome rims parked next to an older lady.,74806
000000204188,coco-30k,A modern toilet is seen in this picture.,54688
000000012319,coco-30k,a couple of giraffes are standing on a trail,94661
000000209322,coco-30k,A bathroom with blue and white tiles and a white toilet,87533
000000329011,coco-30k,"A dog being washed in a tub, with a sad look on its face.",95428
000000450359,coco-30k,A family is in the kitchen preparing a meal.,82541
000000130732,coco-30k,a man is shaving in a mirror in a bathroom,3187
000000176857,coco-30k,People in a hall with a camera taking a picture,5567
000000241599,coco-30k,A kitchen with brown cabinets and white appliances.,98333
000000574242,coco-30k,"A view of a mirror with a stop sign, in the back.",76935
000000344125,coco-30k,A man riding on the back of a motorcycle down a street.,68224
000000349642,coco-30k,A woman is sitting on a bench with a dog behind her.,68523
000000005965,coco-30k,A big teddy bear on a black motorcycle. ,17236
000000418288,coco-30k,The front of a motor cycle against a black and white tiled floor.,81531
000000430791,coco-30k,Red ties hanging like nooses in a museum. ,88826
000000340034,coco-30k,A small child is sitting on a toilet with an electronic device.,18819
000000409970,coco-30k,a man sitting on a motorcycle in a bike shop,67943
000000228335,coco-30k,The refrigerator is cluttered with several different materials.,60295
000000012993,coco-30k,A cyclist and bus splash past one another on the street.,7370
000000553081,coco-30k,A family of giraffes stand together beside a wood fence.,83053
000000342367,coco-30k,A TV showing two men in hats and women.   ,82841
000000260883,coco-30k,A giraffe stand alone in a zoo during the day. ,10113
000000280857,coco-30k,a kitchen with a green rug sitting on a tile floor ,65232
000000209782,coco-30k,A man sitting on top of a bench in front of a street.,40694
000000560794,coco-30k,A bathroom with a sink under a mirror.,74886
000000096998,coco-30k,A bathroom sink with lots of lights above it.,73715
000000084530,coco-30k,A group of men sitting next to each other.,23313
000000545958,coco-30k,A cow standing outside of a white building with a blue entrance.,19772
000000309160,coco-30k,A young cat with a beautiful coat standing alone. ,76904
000000231855,coco-30k,A group of people riding on the backs of motorcycles.,24381
000000361142,coco-30k,A very tall building sitting along side of a street.,39943
000000565085,coco-30k,a couple of people are sitting on a wood bench,86124
000000207323,coco-30k,A Miami Air airplane flies against a blue sky.,82707
000000450452,coco-30k,An old clock bordered by a tire in front of a rusted door.,89454
000000578168,coco-30k,Several bench seats lined up in the car of a vehicle.,46809
000000078266,coco-30k,Kitchen utensils and appliances have been left unattended,15289
000000294595,coco-30k,a kitchen with cabinets and counter tops sitting on a tiled floor,51243
000000078554,coco-30k,A restroom with toilet basins and a mirror,23813
000000529344,coco-30k,Two men riding horses near a wooden fence.,20614
000000189103,coco-30k,a black and white photo of a male sitting on a bench,63489
000000213412,coco-30k,A bright blue and white AMX jet is in the clear sky.,11627
000000488592,coco-30k,A woman rides a bicycle down a narrow corridor in an indoor Asian market,70335
000000055022,coco-30k,A bunch of different bikes on a wooden floor.,22074
000000460373,coco-30k,Planes lined up at an airport with the city skyline in the background.,39864
000000474095,coco-30k,A man sitting on a toilet with a cigarette and beer can in hand.,99971
000000239992,coco-30k,a jet airplane parked in the airport next to a building,47423
000000444576,coco-30k,A man and a dog ride in a convertible.,73712
000000460944,coco-30k,A toilet and toilet paper roll sit in a partially constructed bathroom.,91224
000000459922,coco-30k,Animals surrounding a car and making a large mess.  ,22161
000000077813,coco-30k,A small bathroom with a roll of toilet paper and a toilet,15183
000000551959,coco-30k,A man is feeding a griaffe off of the stand,71648
000000567254,coco-30k,A small child watching home videos on T.V.,55994
000000443949,coco-30k,Cooking utensils in a glass next to an oven.,20126
000000296649,coco-30k,People are walking and riding motorcycles on the street,25508
000000251797,coco-30k,A toilet with the seat down in a tiled room. ,75826
000000091667,coco-30k,Two jets fly overhead while the crowds look,58737
000000126502,coco-30k,Two birds going up the back of a giraffe. ,20064
000000140908,coco-30k,A pair of stuffed animals sitting on a bench in front of lake Michigan.,45491
000000277542,coco-30k,Several animals walking on a road with cars behind them. ,33533
000000231732,coco-30k,"A sink with a toothbrush holder, soap and a mirror around it. ",67712
000000327047,coco-30k,A kitchen with lots of bottles and glasses on top of it.,58676
000000090108,coco-30k,A white bathroom sink sitting under a bathroom window.,53879
000000030611,coco-30k,A dog is looking out the door to the outside,55458
000000367860,coco-30k,A large giraffe is looking at a person from the other side of the vehicle. ,18644
000000392392,coco-30k,Men and women are riding on motorcycles on the street,82491
000000532735,coco-30k,A couple of men peeing in public urinals.,18866
000000451496,coco-30k,A motorcycle near a curb with a building in its mirror. ,51463
000000386424,coco-30k,A man and woman are sitting at the table,84423
000000457322,coco-30k,A man on a motorcycle outside in a black and white photo ,10513
000000460621,coco-30k,A close up of a bathtub in a bathroom ,98924
000000483897,coco-30k,A person riding on the back of a horse up some steps.,54473
000000419777,coco-30k,A person on a motorcycle high in the air.,10197
000000432886,coco-30k,This is what is left of a kitchen in an abandoned restaurant.,93834
000000383107,coco-30k,Brown toned home office with natural and artificial lighting,81596
000000305464,coco-30k,there is a large bucket and a small pot in this bathroom,73274
000000337505,coco-30k,The kitchen with utensils on the wall is very old.,10220
000000044081,coco-30k,A man in glasses wearing a shirt and tie.,7163
000000066821,coco-30k,A man looking at himself through the mirror. ,74757
000000272738,coco-30k,there is a sony lap top on a table along with other things ,91487
000000380348,coco-30k,A large room with tables and chandeliers ,48042
000000439971,coco-30k,a girl that is taking a picture in the mirror,58660
000000049881,coco-30k,a couple of people on some motorcycles ,59194
000000297980,coco-30k,a person that is riding a bike next to some seats,72326
000000535977,coco-30k,An oven in a kitchen with wooden floors and tiled walls. ,58565
000000016164,coco-30k,A dog is laying on a dirty bathroom floor.,33837
000000014278,coco-30k,A blurry image of a busy city street at night,31477
000000358252,coco-30k,The kitchen appears to be tidy with the dishes drying and the brook in the corner.,14697
000000264628,coco-30k,A sink sitting under a large bathroom mirror.,77471
000000416523,coco-30k,A person standing over a bike next to a store.,54234
000000522418,coco-30k,A woman wearing a net on her head cutting a cake. ,61187
000000022797,coco-30k,An airplane close to the ground with its landing gear dropped,44409
000000369249,coco-30k,A group of chefs displaying a large airplane cake.,13998
000000030080,coco-30k,A grey military jet traveling down the runway.,13766
000000568623,coco-30k,A man sitting on a large bench talking on a cell phone.,96442
000000379554,coco-30k,a toilet that has some bubbles coming out of it,74064
000000301188,coco-30k,a motorcycle that is next to a bunch more,78944
000000345071,coco-30k,There are several people standing next to motor cycles.,51475
000000299887,coco-30k,A man and a woman are posing next to a red motorcycle.,44495
000000101636,coco-30k,There is a car with bicycles on the top of it.,32847
000000161983,coco-30k,A white bowl sitting on top of a table.,94639
000000405648,coco-30k,a woman walking along a sidewalk while holding a suitcase,14922
000000184330,coco-30k,there is a airplane that is landed at the airport ,9279
000000279463,coco-30k,A magazine with the title Games for Cats is showing two cats in a toilet.,6868
000000197226,coco-30k,An airplane landing at a new airport. ,13727
000000233112,coco-30k,Colorful post notes are placed all over the bathroom and shower walls.,31379
000000374017,coco-30k,A sculpture of a woman is laying in an all-white bed.,65614
000000536589,coco-30k,A silver mountain bike is on a boat.,8418
000000170007,coco-30k,A young child and an old women on a bench.,94355
000000418346,coco-30k,A view of a bunch of toys hanging on a net.,30477
000000453485,coco-30k,Elderly woman preparing beverages in modern kitchen of home.,24203
000000476925,coco-30k,A man sitting on a top of a green couch.,41043
000000541813,coco-30k,A chair sitting under a picture hanging on a  wall.,82411
000000168834,coco-30k,Cute little cat sitting inside of a bidet,82368
000000226097,coco-30k,A stove top oven sitting inside of a kitchen.,61318
000000568150,coco-30k,Inside of a bathroom with an incomplete toilet and bathtub.,44266
000000030356,coco-30k,A cat standing on top of a toilet seat next to a sink.,64923
000000300034,coco-30k,A picture of a modern bathroom with a glass door to the toilet and large glass mirror.,74386
000000480122,coco-30k,A bowl of bananas sitting on the kitchen table.,98201
000000443952,coco-30k,Inside of a bathroom with a sink and toilet.,6800
000000334161,coco-30k,"A bathroom with a toilet, a sink and a mirror.",80073
000000303101,coco-30k,A crowd of people standing along a fence near an airport.,88342
000000195790,coco-30k,A black toilet sitting next to a white bath tub.,54195
000000562875,coco-30k,A white dresser with an attached mirror in a room with yellow walls.,56770
000000030270,coco-30k,a white tub is in an outside area,96073
000000045108,coco-30k,A couple of cats taking a nap on top of a bed.,86351
000000019456,coco-30k,A man carefully places the food on the pan as a small crowd watches.,31930
000000521221,coco-30k,A numbered Dirt bike next to a box truck,69864
000000097679,coco-30k,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ,33208
000000571264,coco-30k,a man is standing next to a motorcycle outside,31818
000000271560,coco-30k,A man sitting on a bench in a room.,1342
000000540160,coco-30k,A person on a long large train on a track.,94825
000000107084,coco-30k,The light shines above the pan rack on the kitchen counter.,78156
000000515531,coco-30k,An airplane flying over a big harvest moon,86756
000000377097,coco-30k,there is a man that is posing for a picture in front of donuts,71756
000000510636,coco-30k,a woman is sitting under an umbrella outside,78818
000000467297,coco-30k,a woman is standing next to an oven,93270
000000474680,coco-30k,A  nice looking motorcycle in a cityscape,91539
000000502347,coco-30k,"A plane passing over a harbor, on a clear day.",96201
000000575254,coco-30k,A bike parked outside a brick building. ,86327
000000528351,coco-30k,A white expensive car parked on top of a cement slab.,40940
000000331785,coco-30k,A man and woman riding on the back of a motorcycle.,3133
000000464622,coco-30k,Foods are being put in to the mason jars,39075
000000469810,coco-30k,A for of four urinals mounted to a wall.,59728
000000118113,coco-30k,this is a very dark picture of a room with a shelf,25123
000000181179,coco-30k,Meat left out on the kitchen counter could spoil.,97458
000000266502,coco-30k,a small plane with a propellor sitting on a runway,77017
000000197278,coco-30k,An out house with the door opened sitting in a field.,70767
000000347113,coco-30k,A kitchen with a wooden table  with a cat sleeping on top of it.,34085
000000476715,coco-30k,A white toilet sitting next to a large window.,78950
000000500784,coco-30k,A large fire place sitting next to a doorway.,76588
000000042568,coco-30k,Large shower sectional of a bathroom in a brown and white photograph.,25882
