image_id,source,prompt,seed
000000190690,coco-30k,A yellow and white cat sitting next to a book on a bed.,65115
000000495881,coco-30k,A herd of cattle standing on top of a green field.,91257
000000424220,coco-30k,A black cat sitting under an umbrella sitting on a table.,63161
000000417284,coco-30k,A pool with lots of coverings and umbrellas sitting along side of it.,72121
000000370043,coco-30k,A large gray elephant standing on top of a grass covered field.,91629
000000156246,coco-30k,A little boy sitting next to an elephant with a long trunk.,70698
000000446461,coco-30k,A man playing drums while making a creepy face.,4453
000000287366,coco-30k,A man sitting outside under an umbrella using a laptop.,73477
000000187196,coco-30k,A man in a black shirt with red suspenders holding his hands out. ,72348
000000464286,coco-30k,Several cows stick their heads out of a pen to feed. ,56559
000000287649,coco-30k,A cat sits on a desk next to a keyboard. ,45284
000000482605,coco-30k,A man holding a pair of headphones in his left hand.,90402
000000145149,coco-30k,A man wearing his collar up with a untied neck tie.,83606
000000113461,coco-30k,A dog was dressed up in a princess costume before falling asleep on the couch,67763
000000194188,coco-30k,An elephant is walking around his exhibit at the zoo,80958
000000026129,coco-30k,A red and white boat floating in front of a small brown boat.,37419
000000402778,coco-30k,A brown dog running with a yellow frisbee in it's mouth.,37734
000000350019,coco-30k,A little boy is playing with a suitcase.,69273
000000399212,coco-30k,a bunch of bags that are laying on the ground,89627
000000515785,coco-30k,A young man is playing frisbee in the park.,84126
000000091045,coco-30k,a couple of men that are posing for a picture,32473
000000451501,coco-30k,A big very old looking rusty truck in the grass.,18225
000000563870,coco-30k,A man wearing a purple shirt with a purple hair and beard.,15812
000000076460,coco-30k,A baby and adult elephant walk around their pen.,36964
000000066355,coco-30k,A cat walking on a bed with several books on it. ,9733
000000406976,coco-30k,Two dogs lay next to each other on a brown couch.,70657
000000102778,coco-30k,A person in a red jacket holding an umbrella.,53472
000000061997,coco-30k,A man paints scenes at a fair stand.,30119
000000532867,coco-30k,A person standing on top of a beach holding an umbrella.,52678
000000223766,coco-30k,A barn with a large American flag on the side of it.,20052
000000496687,coco-30k,Young boys in suits and ties posing for photo. ,94026
000000412813,coco-30k,a big umbrella sitting on the beach ,75160
000000568979,coco-30k,A man walking next to an elephant on a green field.,76966
000000119038,coco-30k,A herd of cows standing on a grass covered hillside.,44122
000000381968,coco-30k,A red carrier of some sort with a brown handle,74105
000000100008,coco-30k,A cat laying on top of shoes on a floor.,35355
000000075055,coco-30k,A woman naked laying in bed with a cat.,25205
000000211560,coco-30k,A big black bear laying on rock looking right at the camera ,44367
000000075723,coco-30k,A grey vintage truck on street next to a house.,99413
000000449428,coco-30k,Sepia photograph of cows grazing in field next to a fence.,49291
000000183716,coco-30k,Two little girls are dressed in uniform preparing for the day,6085
000000326317,coco-30k,a parking meter with some graffiti on it ,96520
000000557573,coco-30k,A succulent flower has a lime green center.,83306
000000511398,coco-30k,A small dog on a harness laying on top of a sandy beach.,99645
000000155687,coco-30k,A park filled with lots of people standing under trees.,8062
000000069928,coco-30k,A statue of an elephant hanging off the side of a building.,40196
000000277235,coco-30k,a small kitten is looking in the mirror where you can see its reflection,48285
000000382905,coco-30k,a truck and other cars under a bridge,59814
000000180925,coco-30k,A small elephant with a seat on it's back.,31839
000000212470,coco-30k,A couple of men standing in front of a horse near  couple of dogs and a tree.,42672
000000453981,coco-30k,two baby animals are play fighting with eat other,31135
000000496531,coco-30k,a stop sign on a pole next to a tree,92293
000000229946,coco-30k,a mother elephant and a baby elephant are walking into a pond,89466
000000503278,coco-30k,A man and woman dancing on top of a dance floor.,38450
000000377155,coco-30k,A beautiful woman holding an umbrella over her head.,72113
000000453520,coco-30k,A barn filled with cows and a few lights.,91480
000000495020,coco-30k,A couple of boats traveling down a river near a forest.,75734
000000187036,coco-30k,Two large ships sitting next to a dock under a cloudy blue sky.,46009
000000116439,coco-30k,A woman riding in a boat down a river.,30946
000000105052,coco-30k,A group of dressed up people pose in front of a building.,45243
000000495349,coco-30k,A close up of a rusty train next to a bicycle.,43453
000000326774,coco-30k,A young boy sitting on top of a cow statue.,44487
000000550872,coco-30k,A herd lf elephants walking across a grass covered forest.,33484
000000386436,coco-30k,A couple of cows sanding on top of a grass field.,55020
000000237780,coco-30k,A herd of cattle standing on top of a lush green hillside.,36216
000000532145,coco-30k,A herd of cattle standing on top of a grass covered field.,85928
000000082933,coco-30k,A brown cow standing on a field with long horns.,49917
000000021167,coco-30k,The couple are dressed up and posing for photos.,82127
000000306582,coco-30k,A group of cows standing next to a  line of laundry drying.,77364
000000177383,coco-30k,a yellow and red trains engine on its track ,29673
000000457882,coco-30k,a girl in a bikini and a brown and white dog and a few other people,27311
000000378169,coco-30k,A man wearing a black suit and red tie.,10839
000000043128,coco-30k,An elephant picks up an object with its trunk,25796
000000174771,coco-30k,Front end of a white vehicle in a parking lot,88492
000000042413,coco-30k,a male with a black tie and a boy in a red white and black shirt,92371
000000269314,coco-30k,A cat sitting on top of a banana tree.,28801
000000211294,coco-30k,A fire truck parked on the side of the road. ,40709
000000050811,coco-30k,am empty bowl and three empty beer bottles in front of a man,22984
000000222261,coco-30k,Adult and children Elephants walking together across the plains.,54667
000000438723,coco-30k,A woman laying in a bunch of purses and shoes. ,21779
000000252459,coco-30k,A picture of a window opened and something on it. ,27580
000000152618,coco-30k,a red and white sign a fence grass and a building,26873
000000114282,coco-30k,People walk out of the glass doors carrying luggage bags.,71657
000000397303,coco-30k,Two men sell ties at an outdoor market.,57006
000000539067,coco-30k,The polar bear holds onto a metal cage while swimming.,77381
000000303177,coco-30k,"Two elephants standing near each other in a grassy area.
 ",68863
000000139007,coco-30k,A bunch of elephants playing together in a field.,12236
000000088695,coco-30k,A picture of a man with old style tie and glasses.,16307
000000046882,coco-30k,Many people are playing a game and having fun. ,27380
000000533536,coco-30k,a cat intently watching something that caught its interest  on tv,27943
000000170739,coco-30k,a couple of elephants are standing behind a fence,16850
000000187235,coco-30k,A small boat unattended in a bay near a sailboat.,53159
000000539141,coco-30k,a red truck a yellow crane some water boats and trees,15312
000000213961,coco-30k,Two cows walking along the sand dunes at a beach.,68497
000000324436,coco-30k,An elephant eats leaves off of a tree.,49527
000000489899,coco-30k,A pair of elephants are standing in their zoo enclosure.,55270
000000095191,coco-30k,The view from a platform of the surrounding trains and tracks.,91338
000000132210,coco-30k,An old fire truck with an old sign in the back of the truck bed.,87784
000000293027,coco-30k,a black and white cat hugging a handbag,60368
000000441543,coco-30k,A group of people with one person holding up a huge different color umbrella. ,84358
000000513242,coco-30k,A man wearing a nice pink shirt with a pink tie. ,29807
000000177952,coco-30k,a man is wearing an eye patch in a room,53556
000000552364,coco-30k,A group of people sitting on top of a beach near the ocean.,3543
000000019631,coco-30k,Two trucks parked on the side of the road near each other. ,58835
000000035076,coco-30k,A woman holding a blue umbrella while she walks beside other two women. ,5988
000000179229,coco-30k,A small white boat driving past two light houses.,18100
000000412240,coco-30k,A dog sitting behind a pair of black shoes.,61490
000000519387,coco-30k,Many people are out and having some fun. ,25490
000000277172,coco-30k,A white FedEx truck parked in front of a tall building.,11312
000000328238,coco-30k,A man wearing a blue shirt catching a white frisbee.,16205
000000401249,coco-30k,"A man wearing sun glasses, a tie and a suit.",25087
000000039814,coco-30k,A white polar bear standing on top of a puddle of water.,41811
000000472067,coco-30k,A group of people seated while holding umbrellas,66427
000000322194,coco-30k,A person stands under an umbrella looking out over a waterway. ,63971
000000233119,coco-30k,A person pulls a suitcase across an urban intersection. ,71370
000000350084,coco-30k,A dump truck parked by the side of a road. ,98520
000000003590,coco-30k,A man sticking his head out of a doorway into a rainy city street.,70867
000000007088,coco-30k,A little girl is holding an umbrella on a wet day.,26257
000000439306,coco-30k,A delivery truck is parked while a man is standing in the back.,6832
000000346985,coco-30k,A large cat is sitting in the sink in the bathroom.,30981
000000577223,coco-30k,A large semi truck delivers food to the store.,69935
000000398746,coco-30k,A man is standing with a group of elephants.,31972
000000492284,coco-30k,A woman pets the cat that is standing on the rocks.,27759
000000298928,coco-30k,A large group of boats are sitting in the water.,9001
000000331875,coco-30k,A group of school children pose for a class picture.,72554
000000468379,coco-30k,Clothes piled in to a suitcase on a bed,29627
000000139555,coco-30k,A man and a woman ride an elephant for the first time.,48494
000000327479,coco-30k,An old train sits alone on the train tracks.,22882
000000028738,coco-30k,Two large cows standing next to a small cow in a fence.,35449
000000527691,coco-30k,a young woman packing luggage backs with clothing,5197
000000453162,coco-30k,a woman holding an umbrella and walking next to a graffitti wall,5725
000000458255,coco-30k,A little girl is laying in bed with a book and a cat is next to her.,25424
000000082709,coco-30k,A dog in the air with a frisbee in its mouth. ,20002
000000308947,coco-30k,THERE ARE SEVERAL FIRE TRUCS THAT ARER LINE UP ON A STREET,11575
000000475042,coco-30k,A truck is parked in the dirt by the tree.,85129
000000419884,coco-30k,Young couple wearing ties outdoors showing celebratory emotions.,21015
000000396851,coco-30k,Crowd of people walking near trucks outside of large complex.,79381
000000263780,coco-30k,A MOMMA AND BABY ELEPHANT ARE BY THE WATERING HOLE,40673
000000081336,coco-30k,City setting with food truck parked near roadway with pedestrians.,32354
000000526103,coco-30k,A small elephant walks up to the fence in a zoo.,87366
000000265635,coco-30k,A pretty young lady holding a briefcase in front of maps on a wall.,31889
000000480179,coco-30k,A pile of luggage and trunks sitting under a cloudy blue sky.,8863
000000221094,coco-30k,A man and woman are on a bicycle pulling luggage.,85691
000000115579,coco-30k,A man standing in front of a picture of a building in plaid shorts.,85240
000000188346,coco-30k,A green fire truck sitting on top of an airport tarmac.,36721
000000414795,coco-30k,A herd of elephants walking into a large body of water.,9013
000000123415,coco-30k,An elephant standing next to a smaller elephant.,89612
000000561750,coco-30k,A luggage cart with a pile of luggage sitting on top of it.,7612
000000110587,coco-30k,A man brushing his teeth with a tooth brush.,42239
000000525183,coco-30k,A brown cow standing on top of a gravel beach next to the ocean.,78159
000000281754,coco-30k,a kid and a girl are next to each other,23373
000000266981,coco-30k,A woman past two men in front of the MGM Grand.,10255
000000453001,coco-30k,A woman watching another woman walk with a suitcase on wheels.  ,43308
000000454232,coco-30k,A red stop sign sitting under a couple of street signs.,6118
000000491725,coco-30k,Picture of docked boats while sun is setting in distance,91025
000000163041,coco-30k,Elephant emerging from tree line walking through forest,87169
000000444804,coco-30k,There was a man that was playing frisbee on the grass,53180
000000033144,coco-30k,There s a van with grafting on thevoutsidevif the van,38848
000000008131,coco-30k,There is a dog that is walking on the beach at sun set,7486
000000230454,coco-30k,The man is posing with his umbrella up.,58863
000000212285,coco-30k,a bunch of people are on a small boat,56944
000000193669,coco-30k,A smiling woman is riding a large elephant.,71231
000000237764,coco-30k,A cat leaning on top of a wooden table.,9883
000000546721,coco-30k,Some small boats are tied up by the city.,37669
000000236189,coco-30k,An adult woman playing a game of frisbee with a little girl.,36557
000000283441,coco-30k,A section of a yard being dug up next to a building.,67846
000000449634,coco-30k,A couple of train engines carrying carts down a set of tracks.,53620
000000212688,coco-30k,A white polar bear laying on top of a pool of water.,6884
000000015599,coco-30k,A herd of elephants standing on the side of a river.,66149
000000114398,coco-30k,An adult elephant and two baby elephants are in a lake. ,85675
000000094678,coco-30k,a piece of luggage has a tag on it.,74933
000000179094,coco-30k,Many umbrellas waiting for any downpour from the next storm.,55162
000000230881,coco-30k,A bull with long horns standing next to a brick structure.,11122
000000310600,coco-30k,Two elderly men sit on a bench holding canes.,33118
000000553998,coco-30k,The truck carrying bundles of logs passes a park.,86102
000000532669,coco-30k,A display case in front of a store filled with umbrellas.,27664
000000279927,coco-30k,A group of people standing next to each other near a ground of people on a green patch fo grass.,93789
000000075791,coco-30k,a couple of bears are standing by a fence,42334
000000431896,coco-30k,A yellow and red train traveling down train tracks.,77878
000000477227,coco-30k,Several fishing vessels docked at the docks in harbor.,32078
000000450396,coco-30k,A man in a pink tie next to a woman with sunglasses on her head.,52451
000000459396,coco-30k,A brown cow grazing on a patch of lush green grass.,11186
000000043289,coco-30k,A cat looks at the camera while sitting on the laptop.,69042
000000449981,coco-30k,A crowd of people taking pictures of baby elephants ,98533
000000264441,coco-30k,A cat laying on top of a black office chair.,25607
000000220900,coco-30k,Several horses and donkeys are grazing in a field.,17996
000000178618,coco-30k,A dust cloud has formed in front of an elephant.,93360
000000354948,coco-30k,Boys and men are lined up for a group photo.,13817
000000061943,coco-30k,"A big full view of several people gathering.
",50487
000000031471,coco-30k,A woman tending to a brown cow with a rope wrapped around it's mouth.,71795
000000127997,coco-30k,A tractor trailer on one side of a road and a car travelling behind another car can be seen in the car's mirror. ,24864
000000478393,coco-30k,"Teddybear, kitten and calico cat are all taking a nap on the bed.",99329
000000028702,coco-30k,A man standing with his arms folded while smiling. ,73930
000000240605,coco-30k,Here is a scale weighing a tan piece of luggage.,97103
000000058253,coco-30k,A colorful umbrella sitting under a blue sky.,14800
000000571219,coco-30k,A couple of baby elephants standing next to each other.,25284
000000327466,coco-30k,a small boat in a body of water ,92542
000000275542,coco-30k,Three dogs bite at a frisbee while at a park.,41325
000000091844,coco-30k,"Picture of an exterior place that looks wonderful.
",43198
000000339852,coco-30k,A black and white dog standing on top of a seat.,65617
000000031049,coco-30k,A large brown dog laying on top of a couch.,54261
000000516414,coco-30k,Calm waters serve as a berth for banana boats.,68186
000000529950,coco-30k,A plethora of stop signs sitting in a storage area.,51733
000000184972,coco-30k,A man who is wearing a tie with some words on it.,91088
000000177262,coco-30k,A cat sitting on a bathroom counter behind a hair dryer.,90892
000000022801,coco-30k,A pretty lady wearing sunglasses holding a white frisbee.,88900
000000565996,coco-30k,An orange and white train traveling along a loading platform.,84493
000000254838,coco-30k,The cat is eating the sandwich on the plate.,77318
000000263120,coco-30k,A group of elephants gathering around a body of water.,95362
000000221390,coco-30k,A little boy sitting on a man's lap wearing a tie.,13106
000000381914,coco-30k,Two elephants stand next to each other in a field,35189
000000190156,coco-30k,A black and white cat eating out of a white coffee cup.,33389
000000041273,coco-30k,"A picture loaded with numerous things all inside. 
",75264
000000178746,coco-30k,Darth Vader holding a plastic light saber in an airport while a kid stands in the background with a real lightsaber.,27743
000000021889,coco-30k,THIS IS A HUGE SHIP THAT HAS LOTS OF PEOPLE ABOARD,4966
000000135410,coco-30k,A bike leaning up to a parking meter.,58376
000000201418,coco-30k,A young man standing in front of a luggage carousel at an airport.,42732
000000411821,coco-30k,"An item inside the picture which appears to be truly astounding.
",68842
000000350485,coco-30k,two cats in a window near a tree ,13195
000000540928,coco-30k,"There is a room with distinctive things in the picture. 
",96255
000000273118,coco-30k,An elephant can be seen through a barbed wire fence,35550
000000492552,coco-30k,A man with a striped tie and a black blazer,24091
000000291672,coco-30k,A person is wading ashore near three fishing boats.,73703
000000133836,coco-30k,a child on a platform near a train,94072
000000348584,coco-30k,Two parking meters buried in snow with only their fronts showing.,32586
000000354398,coco-30k,a black and white photo of an old car on a street,45945
000000256800,coco-30k,two black dogs tugging at a purple frisbee,5176
000000184606,coco-30k,A dog is standing in floodwater beside a house.,30664
000000231831,coco-30k,A black and white cat sitting on top of a chair.,2681
000000146785,coco-30k,A red frisbee flying past a tree in a park.,77559
000000005245,coco-30k,A man with at hot on that is in the water.,91322
000000083257,coco-30k,A man standing next to a robot with a camera.,994
000000579462,coco-30k,A woman that is standing near a open suitcase.,83270
000000566524,coco-30k,A couple of people that are standing near a train.,28762
000000570624,coco-30k,A group of people with umbrellas crossing a street in cold weather.,26539
000000230903,coco-30k,A yellow and red train traveling down tracks.,7802
000000420347,coco-30k,The man is going over the speech that he will be giving in a few hours.,70286
000000199876,coco-30k,"An individual is in the open view in the picture. 
",57388
000000350694,coco-30k,"The surrounding of an outside town in the image.
",74301
000000340577,coco-30k,"A large military jeep in front of another military convoy,",33029
000000202562,coco-30k,A bag of luggage sitting on top of a wet sidewalk.,83088
000000423065,coco-30k,A little alien toy sitting on top of a slice of lemon.,95545
000000164779,coco-30k,A white food truck driving down a street at night.,20946
000000491836,coco-30k,A large body of water with a boat on it.,89820
000000577976,coco-30k,A utility truck is parked in the street beside traffic cones.,28435
000000424374,coco-30k,A person in wind breaker pants holding a pillow and suit case.,83162
000000200668,coco-30k,"An individual is in the open view in the picture. 
",74151
000000157019,coco-30k,A person walking across a street in the rain.,53565
000000129420,coco-30k,Three men wearing black and ties stand and smile at something out of the frame. ,2475
000000115077,coco-30k,Cows are grazing in a field in the shade.,69766
000000369799,coco-30k,A group of kids that are sitting together.,96156
000000293425,coco-30k,"A few people are getting to know one another in affection. 
",75176
000000522380,coco-30k,A cat sitting on top of a blue piece of luggage.,98592
000000018476,coco-30k,A tie that is sitting on top of a shirt.,36095
000000360128,coco-30k,A dog that is standing up with a frisbee.,65997
000000580607,coco-30k,a couple of boats are parked at a dock,60851
000000149785,coco-30k,A small elephant is walking in an enclosure by the fence.,45093
000000221966,coco-30k,"That is something being here taken in the picture.
",97559
000000401197,coco-30k,"Numerous individuals are appreciating life and having an incredible time. 
",8822
000000111004,coco-30k,two elephants this one looks like his ear is ripped ,31262
000000349616,coco-30k,A group of animals walks on sandy surface under the cloudy sky,84695
000000572850,coco-30k,A mean wearing a black jacket and a neck tie.,40617
000000067315,coco-30k,A close-up picture of a man wearing a tie.,75541
000000051403,coco-30k,Two pictures of a dog sitting next to a wooden chair.,57787
000000032965,coco-30k,A woman staniding on the shore holding two umbrellas.,94132
000000384207,coco-30k,A red and white train sitting still on  a train track,86504
000000573928,coco-30k,A couple of cows standing on a field next to each other.,82600
000000258078,coco-30k,A young boy standing next to a  yellow bike.,88344
000000087470,coco-30k,A bunch of cows walking on the side of the road,60071
000000580621,coco-30k,"A person is taken in this very picture.
",7842
000000488360,coco-30k,an elephant and a rhino dirt water trees and bushes,97148
000000529917,coco-30k,A bunch of people wearing the same things are standing in line.,43546
000000565813,coco-30k,A ferry going from one point to another point. ,95430
000000478055,coco-30k,A herd of cattle grazing on a dry grass field.,87424
000000236123,coco-30k,A brown bear walking through a forest next to fallen trees.,35612
000000163728,coco-30k,A cat laying on top of a desk next to a mouse.,67723
000000183997,coco-30k,A small marina next to a wall of rocks. ,25902
000000446751,coco-30k,some elephants in some tall brown grass and trees,25241
000000282698,coco-30k,"A man with glasses, checkered shirt and dotted tie",60188
000000219440,coco-30k,a cow staring into a camera standing on a field ,87846
000000035176,coco-30k,A group of people standing beside a food truck.,54207
000000434083,coco-30k,A horse standing next to a man in a hat. ,55347
000000525909,coco-30k,A cat on the floor watching a tv on a chair. ,76759
000000230362,coco-30k,Dark clouds moving in over a harbor full of moored sailboats.,78972
000000569565,coco-30k,A yellow dump truck driving past a forest.,7364
000000031829,coco-30k,A statue of a cow sitting under a sign on grass.,33389
000000429246,coco-30k,A crowd of people walking on a sidewalk while holding umbrellas.,46135
000000136740,coco-30k,Two brown cows standing in some tall grass.,73042
000000511204,coco-30k,A person riding an elephant and carrying gas cylinders,21797
000000371854,coco-30k,A man and woman cutting a cake together ,26713
000000494328,coco-30k,A black cat sits in front of a TV screen.,61904
000000399655,coco-30k,A small dog is laying on a couch with a shoe.,97217
000000491689,coco-30k,A WOMAN WAITING IN A BAGGAGE LINE WITH LUGGAGE,6841
000000100000,coco-30k,"A cat sitting next to  a wii controller, upside down.",8323
000000463751,coco-30k,Two elephants eating off the ground in a secluded area,55906
000000188824,coco-30k,a cat sits next to a remote control ,81396
000000449560,coco-30k,a young man pushes a dog standing on a skate board ,73843
000000407570,coco-30k,a stop sign sits on a street corner ,44046
000000537861,coco-30k,A train is passing another train in a station. ,83419
000000329217,coco-30k,Cars are following a truck down a residential street.  ,80301
000000173832,coco-30k,a cat laying down while playing with a computer mouse,31708
000000466635,coco-30k,a cow standing by the fence as it looks towards the camera,59044
000000332844,coco-30k,a woman standing on the beach with a dog,88229
000000317173,coco-30k,A cat is sitting on the ground beside a wheel of a bicycle.,92501
000000440171,coco-30k,A man is sitting on the back of an elephant. ,10771
000000250155,coco-30k,Two people are sitting on the head of an elephant as it eats. ,35613
000000100539,coco-30k,a blue truck and a male in a purple shirt and a tree,78391
000000198650,coco-30k,A parked truck with an artistic design on its trailer.,83793
000000510915,coco-30k,A herd of elephants of various ages standing out in an open plain.,84191
000000089790,coco-30k,A man in a parking lot talking to the driver of an army green pickup truck.,2648
000000113294,coco-30k,A man tying a boat to a shore line by the water.,11827
000000269394,coco-30k,Two parking meter that accept credit and debit cards,92787
000000010935,coco-30k,An albino elephant with its baby standing in a marsh area with others.,10009
000000349888,coco-30k,A yellow cat is watching a television from a desk.,45319
000000519039,coco-30k,A white dump truck is going around a corner.,557
000000492817,coco-30k,A young elephant by a pool of water in a zoo enclosure.,22903
000000097539,coco-30k,This is a city street with a lady carrying an umbrella,21203
000000196421,coco-30k,This is a photograph of several boy scouts waiting in an airport lobby. A couple are sleeping and a couple are on their phones. ,52029
000000033697,coco-30k,A green umbrella sitting on top of a sandy beach.,61844
000000489940,coco-30k,A black and brown dog is laying on the pavement.,56681
000000518551,coco-30k,A group of elephants are taking it easy in their environment.,63759
000000199959,coco-30k,A train pulls into a covered train stop where people wait.,61160
000000099553,coco-30k,A large truck stops on an infrequently traveled wooded road.,18845
000000091885,coco-30k,A couple of cats sitting on top of a couch.,23304
000000359442,coco-30k,A set of five train tracks in front of a graffiti covered wall.,91144
000000222299,coco-30k,A floor filled with the contents of a woman's bag.,73984
000000256601,coco-30k,People pulling their luggage as they walk ,71204
000000130966,coco-30k,A large black steer walking away with a small stuffed teddy bear in a pile of brush.,4146
000000514979,coco-30k,A very large elephant standing next to a baby elephant.,59847
000000103272,coco-30k,A construction truck parked near a storage shed.,85508
000000067534,coco-30k,Not really a good choice for this shirt and tie combination.,8071
000000359855,coco-30k,A broken suitcase is on the side of the road.,52666
000000301575,coco-30k,Text written on a photo of a cat shutting in front of a television ,15917
000000119630,coco-30k,Many suitcases are lined up on a floor,45450
000000244925,coco-30k,The man is carrying a book bag with two bananas in it.,75916
000000352206,coco-30k,a bunch of people are taking a photo together,58610
000000015690,coco-30k,A couple of elephants standing next to each other.,14664
000000195367,coco-30k,A cow with a blackened face and short horns looking down.,10045
000000299468,coco-30k,"A young man, formally dressed, is posing. ",28469
000000342283,coco-30k,A man standing under a light while making a high face.,11532
000000014428,coco-30k,A baby wears sunglasses and plays with a pink suitcase.,94095
000000050786,coco-30k,A white truck is near some trees in the background.,49037
000000307206,coco-30k,A couple of cows sitting inside a wooded fence.,22523
000000035857,coco-30k,Elephants swimming in a water hole in the sun,26767
000000282903,coco-30k,a small boat is sitting in a river,70964
000000552942,coco-30k,A white Cairn terrier pants in the sun whilst dressed in a neon yellow outfit.  ,25406
000000512110,coco-30k,A purple umbrella lying on the green water.,14481
000000036277,coco-30k,A cat standing inside of a dresser drawer.,75401
000000438692,coco-30k,A black bear sits at the base of his tree house at the zoo,18208
000000391689,coco-30k,An old truck and old car buried in snow in a winter yard,57566
000000114920,coco-30k,some people and kids riding on a small train by some trees ,36230
000000419144,coco-30k,a group of elephants standing around with some people sitting on their backs ,84427
000000320106,coco-30k,A hipster emo woman sitting on luggage in the middle of a road.,1799
000000419323,coco-30k,A giant blue gummy bear sitting next to smaller gummy bears.,3136
000000283101,coco-30k,Two large row boats filled with people in the water.,15524
000000265096,coco-30k,A large elephant is tied up next to some tree.,34887
000000228300,coco-30k,A group of young men sitting next to each other on a wall.,64052
000000199516,coco-30k,People petting and taking pictures of a cow behind a rock wall. ,44280
000000380979,coco-30k,The man is driving the fire engine in the parade.,12235
000000169181,coco-30k,a bed with some white bed covers and some books,55449
000000419378,coco-30k,An antique flat bed truck pulled up at a traffic signal ,49719
000000170517,coco-30k,A man walking a dog down a road while holding an umbrella.,48328
000000016905,coco-30k,A couple of men riding on the back of an elephant.,67098
000000201637,coco-30k,A young Asian girl has an umbrella to protect her from the rain.,3442
000000125983,coco-30k,A woman dancing in front of a large mirror.,64890
000000005601,coco-30k,A large body of water sitting below a mountain range.,10484
000000018893,coco-30k,A cat curled next to various items and accessories. ,58911
000000526962,coco-30k,A cat laying on it's back playing with a yellow toy.,94000
000000407225,coco-30k,A women riding a bike with an umbrella. ,57821
000000521550,coco-30k,A harbor that has a large number of boats docked.,19413
000000463670,coco-30k,A dog that is laying down next to a teddy bear.,46850
000000489014,coco-30k,A dog that is standing on the side of a boat.,14926
000000486694,coco-30k,A train on a railroad track parked at a station,55108
000000473110,coco-30k,A train engine carrying a cart down a track.,780
000000277738,coco-30k,A man sitting on the edge of a platform with a large suitcase and statue.,70847
000000493284,coco-30k,A group of adult and young elephants walking. ,24652
000000130419,coco-30k,A woman standing next to two bags of luggage.,62473
000000023731,coco-30k,a calico kitty sleeping in an orange chair ,71251
000000574703,coco-30k,Mississippi paddle boats still make their way on the river.,6146
000000244167,coco-30k,A brown cow in a field of grass near two red barns.,27393
000000124614,coco-30k,A group of people standing next to bags of luggage.,27999
000000319051,coco-30k,A group of people at the beach with umbrellas,42783
000000422025,coco-30k,The man standing beside a tree has thrown a Frisbee.,34291
000000303127,coco-30k,A young calf stands amidst the grasses on the riverside. ,60296
000000130516,coco-30k,A mack truck is pulled up to a station area where an employee opens the door. ,3783
000000313735,coco-30k,Young boy holding an umbrella on a rainy day.,19530
000000553869,coco-30k,A girl standing on the sidewalk holding a blue umbrella.,24498
000000084701,coco-30k,A stack of suitcases rest beside a couch.,66230
000000565186,coco-30k,a blue and silver truck with logs trees and wires,79924
000000122172,coco-30k,a baby elephant walk next to some adult elephants ,51845
000000517570,coco-30k,a couple of boats are sitting in the water,2129
000000376358,coco-30k,a brown cow is laying in a pin,37163
000000118320,coco-30k,a couple of cows are laying in a field,94850
000000054088,coco-30k,a tow truck pulling a white card down the road ,46745
000000307649,coco-30k,a cat is starring at an old television ,40216
000000534252,coco-30k,The four images show a black dog next to a pair of shoes.,66594
000000457693,coco-30k,wild animals graze in fields in front of a lake and snow-covered mountains,68726
000000158354,coco-30k,a white cat sits underneath an umbrella ,95781
000000059501,coco-30k,a cat is laying on a window ledge,64437
000000387551,coco-30k,a row of boats are lined up in the water,29989
000000222295,coco-30k,Two briefcases are used as decoration above these clothes,86772
000000544825,coco-30k,Five people are riding in a red boat on the water.,57342
000000334178,coco-30k,The pipe smoker enjoys his nightly  smoky ritual.,65034
000000163666,coco-30k,A cat sitting inside of a black bag near a tile wall.,89685
000000433774,coco-30k,A parking meter sitting next to a tall tree.,96130
000000015267,coco-30k,A cat laying on top of a table in front of a mirror.,18154
000000066413,coco-30k,a cat sleeping on the floor with a little toy,30531
000000231945,coco-30k,"The casual  vehicle parade features a patriotic theme,",96509
000000044165,coco-30k,A caretaker looks after a small brown elephant,45924
000000223256,coco-30k,This couple is making a funny face while sitting on a couch,98822
000000222863,coco-30k,A large cow with horns by some bushes.,8745
000000581033,coco-30k,A man is scratching the cat on the head.,2107
000000570952,coco-30k,A blurry photo of a cat and a grandfather clock.,6511
000000383119,coco-30k,Several old boats side by side in a city harbor.,15940
000000094852,coco-30k,A mother looks after a baby elephant in the wild.,10035
000000554805,coco-30k,Two cows and a baby are standing and sitting down.,55238
000000149568,coco-30k,"The man plays on the beach with his two dogs, one of which is a black standard poodle.",92391
000000153697,coco-30k,An ornate wood clock with carvings on the face.,84703
000000326702,coco-30k,A man with luggage on wheels standing next to a white van.,56592
000000433014,coco-30k,An imposing building rises in the distance on a rainy day.,49540
000000058785,coco-30k,A cow eating a mix of vegetables on a piece of paper next to a bird.,78150
000000381555,coco-30k,The black  cat was laying on the floor,27402
000000083773,coco-30k,The brown bear is sitting on the ground scratching its ear. ,32435
000000335579,coco-30k,A man lies down next a cow while facing another.,31144
000000077997,coco-30k,three photos of a male doll slowly getting undressed,83929
000000305142,coco-30k,A dog is in mid air with a frisbee in its mouth. ,12828
000000549410,coco-30k,A cat is lounging on a book shelf.,91503
000000103499,coco-30k,A person with a parasol is walking on a crosswalk.,5337
000000183949,coco-30k,A panda is eating bamboo on the ground.,85223
000000526762,coco-30k,People crossing a river on four large elephants.,92225
