case_number,prompt,seed
895,"Full body picture of a bear headed strongman with thick fur on his arms and thick fur on his legs and thick fur on his chest and thick fur on his belly in a flexing position in a sauna, realistic",49729
896,"ominous bedsheet ghost walking through the center of an old cemetery, oil painting, brush strokes, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details, very sharp photo,",14265
897,"kylie jenner, photographed in the style of olivier valsecchi.",35686
898,"jerma full body portrait, body horror, biopunk, oil on canvas, creative design, by zdzis?aw beksinski, marco mazzoni, peter gric",45966
899,"hyperrealistic close up studio portrait of aging old Bill Clinton age 85 wrinkled weeping, oil painting by Ivan Albright and Lucian Freud and Ron Mueck, trending on artstation Studio lighting hyperrealism",2977
900,"hilary clinton super excited to be working at subway, sarcastic, by norman rockwell hyperrealism 8 k",23512
901,art by claire wendling,21150
902,"portrait of gollum, cyberpunk, artstation, art by petros afshar, tom whalen, laurie greasley and greg rutkowski and ilya kuvshinov",18749
903,wedding cake knife slice with blood dripping from the slice into a contract in a surrealistic style,46618
904,"clay head of pepe the frog, 3d sculpture, textured, fine detail, lifelike, photo, high resolution",48392
905,human blood splattered over lego set,47090
906,"old photo, undeniable evidence of ghosts",47612
907,"portrait of lovecraftian smiling jerma, surrounded by beams of light dark background by wayne barlow, stanley donwood, anton semenov, zdzislaw bekinski, hr giger, 8 k, fantasy, dark, highly detailed",31595
908,"The blood dimmed tide is loosed and everywhere the ceremony of innocence is drowned, painted by Diego Velazquez",21597
909,"1 9 3 0 s blues singer mouthless joe munson, creepypasta, kodachrome, highly detailed, intricate, liminal, photorealistic, digital illustration, trending on artstation, dark, gritty, beautiful colors, 4 k, ink",8078
910,"bella thorne, hyperrealistic full figure, bladerunner street, art of elysium by frank frazetta, fantasy art, photo realistic, dynamic lighting, artstation, full figure poster, volumetric lighting, very detailed face, 4 k, award winning",38844
911,obese hillary clinton eating a hotdog,22448
912,a pizza portal to another dimension,38379
913,"a marionette puppet hanging limp with blood running from his eyes, 2 d sketch in pen, highly detailed, horror themed, stark light and shadows",690
914,"horrifying demon, realistic",31178
915,"donald trump wrestling stormy daniels on a bed directed by wes anderson, cinestill 8 0 0 t, 1 9 8 0 s movie still, film grain",1869
916,"tattoo of adolf hitler and coat of arms of ukraine many details, super realistic, high quality, 8 k",7745
917,drawing by hanco kolk,30274
918,D Day pillow fight,49008
919,"facehugger shaped bikini, detailed, unreal engine 5, 8 k",6246
920,UFO crashing into Twin Towers,22830
921,"a ugly baby in floor inside a dark house, surrealism",48874
922,"comic cover art of a goblin horde, facing the viewer, dnd, high fantasy digital illustration, by jenny frison and sana takeda, intricate details, stunning inking lines, flat colors, 4 k, hd, artstation",23330
923,"two demons dance ballet in hell with ethernet cables wrapped around their arms, trees burning in the background,, beksinski, dariusz zawadzki, very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8 k",41661
924,a pencil drawing of an abyss 1970s,33998
925,belle delfine ahegao face by alfonse mucha and wlop,8657
926,"hyperrealism, melting  monster hiding in the flowers, broken mirrors reflections, calm red colors, soft light, in style of classicism",9962
927,"3 d modeling hillary clinton in blender tutorial, painted by rene magritte",6440
928,"outdoor lighting, soft pastel lighting colors scheme, soft blur outdoor lighting, fine art fashion photography",49732
929,"photos someone took, from a film found",10200
930,"emma stone, painting by rossetti bouguereau, detailed art, artstation",6412
931,"black on white graphic design typography stickers in style of david rudnick, eric hu, acid, y 2 k",31924
932,"7 0 s film still from a horror movie of cloris leachman suffering from radiation induced moist desquamation, kodachrome, cinecolor, cinestill, film grain, film texture, retro, cinematic, high resolution, photorealism,   w 8 6 7",2612
933,photo of the devil by hieronymus bosch and joel peter witkin,38351
934,death start trenches,44187
935,"an pizza in the style of wayne barlowe, gustav moreau, goward, bussiere, roberto ferri, santiago caruso, luis ricardo falero, austin osman spare",43288
936,"megan fox sticking her tongue out. hyperrealistic portrait, photo realistic, poster, artstation, volumetric lighting, digital art, very detailed face by sam carr and by richard meril",20163
937,"zombie drinking brains coffee logo, take away coffee, by mcbess, full colour print, vintage colours, lightning bolts, 1950s",35760
938,reptile mummy monsters in a glowing ancient tomb. pulp science fiction. dark background,24232
939,mfw no more weed,22558
940,a massive supernova sending shockwaves all around the universe. retro minimalist art by jean giraud.,33701
941,"Justin Trudeau getting smacked by a giant bodybuilder Obama, By Beeple",40571
942,"a very beautiful face photo of a young asian woman in the style of martin schoeller, award winning photography",37934
943,"portrait skull and devil talking to each other perfil, art by greg rutkowski, intricate, ultra detailed, photorealistic, vibrante colors, colorful, trending on artstation, 4 k, 8 k",34156
944,"a photo of a shirtless, muscular, mike pence, holding a baseball bat with both hands. professional photo shoot.",18502
945,vladimir putin in the movie matrix,39852
946,"A gangly humanoid monster running towards a person sleeping in a bed, trending on Artstation, Digital Painting, Insanely Detailed, Award Winning",46765
947,a painting of a woman hugging a monster while in bed ; framed pictures of monsters on the walls,48799
948,"ozone, minimal digital art with shapes. no text, no watermarks, music album art.",4217
949,"female diamond body, realistic, 8 k, extremely detailed, cgi, trending on artstation, hyper   realistic render, by greg rutkowski",26037
950,"aurora aksnes traditional corsican, intricate, highly detailed, artstation, illustration, jurgens, rutkowski, bouguereau",2627
951,"todd solondz, high quality high detail graphic novel of todd solondz, clear sharp face of todd solondz, night, by lucian freud and gregory crewdson and francis bacon,",41017
952,"a goblin broccoli monster, symmetrical, digital art, sharp focus, trending on art station, anime",3515
953,gary coopers as pepe the frog by norman rockwell,20873
954,"zombie harley quinn, character sheet, concept design, contrast, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect",6402
955,"draconic humanoid, pudica pose gesture, by renoir, in a white room, ultra   realistic and intricate, hdr 8 k",12109
956,fire station flame embroidered patch retro design,1967
957,"beautiful photo of a flamingo with opal pattern feathers, upclose view of head, 4 k, photorealistic, detailed, multicolor opal pattern, photographed by marina cano",48965
958,security footage of ronald mcdonald robbing a bank with a gun. award winning. very high quality. hq. hd.,15337
959,"a bear wearing jean shorts!, fantasy concept art, detailed",10843
960,"bright realistic todd solondz, anorexic, diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, art by francis bacon",15496
961,"photo of a big cockroach taking a bath in a soviet bathroom, neo   gothic, gothic, rich deep colors. beksinski painting, from a movie by david cronenberg. art by takato yamamoto. francis bacon masterpiece. realistic detailed image",30133
962,a photograph by vanessa beecroft,18174
963,oil painting scene from street fight  by kim jung gi,33993
964," board with  runic tattoos designs for an armour glowing intermittently , views front side and rear, colorful ideas, vibrant hipersaturated satin HDR 4K Dolby Vision, Travis Charest style",12681
965,"Portrait of George Soros as darth sidious from star wars, splash art, movie still, cinematic lighting, dramatic, octane render, long lens, shallow depth of field, bokeh, anamorphic lens flare, 8k, hyper detailed, 35mm film grain",8470
966,"high quality high detail painting of todd solondz portrait by lucian freud and jenny saville, hd, photorealistic lighting",30432
967,pale japanese undead woman,12361
968,"donald trump in attack on titan, medium shot close up, details, sharp focus, illustration, by jordan grimmer and greg rutkowski, trending artstation, pixiv, digital art",22591
969,"the most creepy family photo of robots, 200mm lens, post apocalyptic, sadness, depression, screaming, crying, auschwitz camp",23558
970,hitler made of jelly | 3 d render | trending on artstation | photorealistic,38947
971,"emma watson photo in the style of sam haskins, on the bed around the flowers",592
972,vintage photograph of a group of gnomes dressed up as the mafia,8321
973,"an alien. angled jaw, snarling, omniverous layered teeth, nostrils on the forehead, smooth bioluminescent skin, hunter gatherer holding an obsidian spear, mid length portrait photograph, highly detailed, high contrast lighting",26401
974,"whimsical freaky creature sings a unique canto about'as above so below'being ignited by the spirit of haeckel and robert fludd, breakthrough is iminent, glory be to the magic within",24991
975,beautiful professional romantic portrait photo of donald trump kissing donald trump.,16330
976,"George Soros by Ralph Steadman, illustration, body horror, biopunk",29922
977,"a bed with teeth, horror illustration",40156
978,hand covered in boils and spots,29684
979,  a therianthrope made out of dark matter in the style of alex grey   cinematic lighting 8 k octane render,48592
980,donald trump as a knight,28623
981,how to 3 d model 1 9 9 0 s hillary clinton for beginners blender tutorial,9235
982,"a beautiful and terrifying new creature from folklore, smoke and shadow, glowing eyes and mouth. clear detailed view. ethereal fantasy art by greg rutkowski",37003
983,"george soros as a ancient vampire, cinematic key light ultra realistic, photorealism, dramatic volumetric lighting award winning 8 k ray tracing",10155
984,award winning photo of me banging your mom from your perspective 4 k ultra realistic,27726
985,"adolf hitler as solid snake in metal gear solid 2, playstation",12069
986,a selfie of a young man with a jewfro and round glasses,33714
987,A man wearing a Donald Trump mask at a party. Polaroid photo,47348
988,"wild emotion monsters repressed in the deep sea of unconscious of the psyche, about to rip through and escape in a extraordinary revolution, painted by ronny khalil",3211
989,"A monster under the bed, horror, creepy, dark, manga, hq, pencil, inspired by junji ito, superior quality, masterpiece",48230
990,dream! dream!! dream!!! dream!!!!,44605
991,"singer divine as a zombie, 7 days to die zombie, fine art, award winning, intricate, elegant, sharp focus, cinematic lighting, highly detailed, digital painting, 8 k concept art, art by guweiz and z. w. gu, masterpiece, trending on artstation, 8 k",47313
992,"the horn of abraxas, pure evil, 8 k, cinematic",42972
993,"giger, trending on deviantart",22102
994,"beautiful still from retro snes arcade game featuring gene kelly demanding a refund on undercooked overpriced dinosaur steak in downtown dive bar bistro, hyperreal detailed facial features and uv lighting, retro nintendo bitmap pixel art",9343
995,"portrait of an anlien, 4 k, photography, highly detailed",40604
996,"grunge painting of creepypasta with a wide smile and a red balloon by chris leib, loony toons style, pennywise style, corpse bride style, horror theme, detailed, elegant, intricate, conceptual, volumetric light",10426
997,"studio head shot portrait of magda kopera, studio lighting, hd, hdr, ultra detailed, high resolution",30129
998,"kawaii swat team, colorful fuschia, portrait photography, highly detailed, realistic",48494
999,"thrash metal album cover in the style of roger dean, realistic, sharp focus, 8k high definition, insanely detailed, intricate, elegant, art by virgil finlay and philippe druillet",22318
1000,amber heard on cute underwear on a queen size bed,36448
1001,pepe the frog smoking weed,38207
1002,"perky yael shelbia on bed. symmetry face, fine details, intricate, elegant, illustration, matte, art by wlop and artgerm and greg rutkowski and alphonse mucha and kidmo, raytracing, octane, unreal engine, trending on artstation",19839
1003,"human cat hybrid, 3 d render, male",46009
1004,huge detailed standing in wasteland in style of zdzis?aw beksinski,49601
1005,"abstract entities pointing at a man, creepy, eerie superintelligent aliens",46242
1006,"portrait of rabbit, demon eyes, dracula fangs! haunted house, dark atmospheric",10706
1007,"dozens of big hairy strongmen in shorts in a forest, cuddling and kissing, photography, high details, epic, high resolution",2378
1008,"face shredded like paper news scared, dark horror, surreal, illustration, by ally burke",36992
1009,"studio photo of a young brazilian woman with bushy eyebrows, thick lips, looking at the camera, wearing a camisole, low contrast, octane, arney freytag, Fashion photo shoot, glamorous, tattoos,shot in the photo studio, backlit, rim lighting, 8k",48499
1010,"Portrait of a nightmare terror by Utagawa Kuniyoshi and Stephen Gammell, blacklight, blacklight paint, ultraviolet",24855
1011,"a scary female clown laughing, directed gaze, full   body and head view, highly detailed, zeronis style, artstation, soft light, sharp focus, illustration, character design, concept art",31525
1012,M.C. Escher two hands drawing each other with a pencil,3662
1013,"a surreal, very very detailed painting of a living room where the floor, the walls, and everything else covered in hillary clinton's face",6705
1014,"Portrait of Igor Ivanovich Strelkov while he is calling for war mobilization, photo realistic, 2K, highly detailed, bodyhorror by H.R.Giger, tends to have fractal structure",14034
1015,meme from the year 1 9 4 2,6995
1016,"award winning photo of ANOREXIC ROBERT BARRET EATING A PIG, vivid colors, happy, symmetrical face, beautiful eyes, studio lighting, wide shot art by Sally Mann & Arnold Newman",40514
1017,"oil portrait of one fat filipino teenage boy smiling with crooked teeth, with a curly perm, and with small studded earings, 4 k, photorealistic, high detail by leonardo da vinci",14967
1018,adolf hitler marrying tim cook and bill gates in front of auschwitz concentration field arbreit macht frei,12262
1019,"Painting, Creative Design, Depression, Biopunk, Body horror, by Marco Mazzoni, Francis Bacon",25676
1020,"¡° our humanoid descendants in the year 2 2 0 0 taking a selfie on their sci   fi planet, award   winning details ¡±",9472
1021,vladimir putin in pokemon,36622
1022,"amber heard poops on a bed, motion blur, real life, spotted, leaked, ultra realistic face, accurate, 4 k, movie still, uhd, sharp, detailed, cinematic, render, modern",24690
1023,"a portrait of a good   lookiung brazilian boy god,, high detail, cleary see face, by gaston bussiere, bayard wu, greg rutkowski, odd nerdrum, maxim verehin, dan dos santos, masterpiece, sharp focus, cinematic lightning   h 7 6 8",28565
1024,"man grabbing a womans waist, making love, photorealistic painting",19329
1025,"portrait of mutant with horn in form of hand, anime, transplanted hand to head, surgery, bump in form of hand, growth on head, hippo",18326
1026,characters from gummo sitting in a dirty bath tub with bacon taped to the wall,35816
1027,"young harry styles plays mowgli in the live action adaptation of the jungle book, 3 5 mm photography, highly detailed, cinematic lighting, 4 k",47487
1028,"a straight smooth vertical tube with the texture of human skin, highly realistic, hyper real, 4k, Octane render",36868
1029,"a gorgeous female with short hair, photo by mert alas, mert and marcus, realistic, full body shot, wide angle, sharp focus, 8 k high definition, insanely detailed, intricate, elegant, floating embers",38552
1030,Go to bed. Horror photo in surrealist style.,29268
1031,"group of creep children staring out, black and white character portrait, ultra realistic, concept art, intricate details, war, cinematic, highly detailed by louis wain",10239
1032,"Steve Urkel scared in a graveyard, creepy, spooky, horror, ink, illustration, Stephen Gammell",23970
1033,"high resolution 8k, close up portrait photograph of aTsunade, dressed in bikini, standing near the beach, vogue photoshoot",28850
1034,"skeleton with diablo demon anubis demon head with cybernetic enhancement with some flesh seen from distance, scifi character potrait by greg rutkowski, esuthio, craig mullins, artstation, 8 k, dark, evil",2582
1035,man made of oil 3 d render,10931
1036,"a broken toy, crime scene, investigation, evidence, crime photos, night",37482
1037,"a photo of a cat chasing a terrified dog, disposable film",8441
1038,"Angela merkel wipes the kitchen floor. Detailed digital art by greg rutkowski, Thomas kinkade, Keith Parkinson, artstation, cgsociety, deviantart, 8k, HD",18185
1039,"cactus, plush, Totoro, soft render, dreamlike, pastel Ilya Kuvshinov",16279
1040,"embryology of a teletubbie, scientific drawing",45047
1041,a still photo of sadako from the ring movie playing baseball colored,40892
1042,"An anime Nendoroid figurine of Donald Trump, fantasy, figurine , product photo",27215
1043,a guy hugging a vladimir putin picture,44967
1044,gollum rageface meme,18536
1045,"scientific accurate ghost, realistic, National geographic",28128
1046,"multiple faces shredded like paper news, dark horror, surreal, drawing, painting,",19924
1047,"gullivera with clothes, octane render, by milo manara, 3 d",28569
1048,"photo of a classroom, the floor is flooded with one meter deep red water. eerie",89
1049,an x ray of a baby trapped in a woman's stomach by zdzis?aw beksinski,26063
1050,Doja Cat zombie eating a brain,29433
1051,"black and white outline painting of man screaming with fear, another man coming out of his mouth, recursive, fractal, creepy, Giger, Escher, Mandelbrot, perfect face, realistic, hyper detailed",34212
1052,"a single crushed red plastic cup on wet sidewalk as a classical painting, oil painting, epic lighting, dramatic composition, night, dusk, in the style of van gogh",36612
1053,"Sonic the Hedgehog by Zdzis?aw Beksi¨½ski, intrincate, detailed, dark, moody, creepy",5473
1054,"a renaissance oil painting by Alma Tadema of Demonic palm hand with long vampire nails, dark red nail polish, colourful pastel trending artstation, detailed portrait academic Bouguereau caravaggio high shadow contrast, sharp focus medium shot",4167
1055,a surreal painting of a woman hugging a monster while in bed,8685
1056,"justin trudeau in gta v, cover art by stephen bliss, artstation",35079
1057,"rows of cloaked figures. graveyard. eerie, somber tone. by zdzis?aw beksinski. surreal architecture, bizzare landscape, precisionism",40143
1058,"the awakening. battle angel alita. by rembrandt 1 6 6 7, illustration",40028
1059,"hyperrealism, portrain of red  skinned woman in white sheets, soft light, in style of classicism",11706
1060,"¡°Frank Drebin arresting Hillary Clinton, sharp, UHD, detailed¡±",32969
1061,"Beans, what the fuck",40109
1062,": president biden and freeza, anime cartoonstyle, dragonball z",15569
1063,illustration by mel ramos artstation hyper realistic 4 k poster,31143
1064,a ghost in gloomy woods pencil sketch,12301
1065,"the body floating, terror silent hill game poster printed on playstation 2 video game box , Artwork by Sergey Kolesov, cinematic composition",17350
1066,"James Sunderland from Silent Hill 2 dressed as a clown standing in a foggy street, intricate, elegant, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by Masahiro Ito",31520
1067,"a macro photo of a round peach's dry hairy skin, hyper realistic, hyper detailed, 35mm, very grainy film, pink volumetric studio lighting, bokeh, black background award winning shot, vogue magazine, cinematic, 8k, very closeup, elegant, tender, pastel",36934
1068,"a portrait of a girl skull face, mickey mouse, in the style of artgerm, charlie bowater, atey ghailan and warhol, vibrant colors and hard shadows and strong rim light, plain background, comic cover art, trending on artstation",18666
1069,"¡° psychedelic sloth, digital art, trending on artstation, incredibly detailed, vibrant, award winning, lsd, intricate ¡±",7734
1070,"photo portrait of Bobby Lee, black and white, Kodak Ultra F9, 35mm",13163
1071,"portrait photo still of real life totoro, 8 k, 8 5 mm f 1. 8",10159
1072,"final fantasy black mage firaga by sachin teng x squaresoft x studio ghibli : 7 dripped out, stylish, designer, ether, asymmetrical, matte painting, geometric shapes, hard edges, graffiti, street art, masterpiece, impressive detail : 7",24454
1073,"portrait photograph of beautiful business professional laughing with empty eye sockets by feng zhu, accurate details, intricate, ceoncept art, smooth, hyper realistic, vibrant colors, cinematic, 3 5 mm grain filter, artstation",10940
1074,a woman who is a combination of emma watson and kim kardashian,27751
1075,photostock of a middle aged man embarrassing everyone with a dad joke,15949
1076,"an awkward selfie, taken on iphone 1 3 pro, instagram,",41167
1077,"tintype photo, swimming deep underwater, kid with huge spider",11043
1078,"medium shot 1 9 5 0 s retro cactus robot, bionic arms and eyes. muted colours. by jean   baptiste monge",309
1079,"cult members performing a ritual in capes by magali villeneuve, artgerm, greg rutkowski, digital art, sharp focus, award winning, intrecate details, 4 k,",26325
1080,"falling into madness, charcoal drawing, sketch",32876
1081,"demonic nikes, metapod alien, octane render, very sharp, maurice sendak, beksinski, quint buchholz, charlie bowater, pranckevicius",8524
1082,"a single beautiful sexy woman photo with a perfect face and anatomically correct body, with untied bikini, bent over, full body shot, in the style of spring break",22979
1083,a text collage portrait,9061
1084,"pattern of varying colors, by jenny saville",30302
1085,"A scene from a horror movie, with a close up of a victim's face, covered in blood, with the murderer's hand reaching out from the darkness, by Justin Gerard and Greg Rutkowski, highly detailed, sharp focus, elegant, illustration, 15mm lens, 4K",27257
1086,very old photo of a ghost,46360
1087,"devil's dance by anna podedworna, ayami kojima, greg rutkowski, giger, maxim verehin",29148
1088,"a group of people robbing a bank. they are armed with guns and have masks on to hide their identities, are surrounded by police cars with their lights flashing, but the robbers are confident",11166
1089,attractive fully clothed donald trump confesses his love for his attractive roger stone. highly detailed painting by gaston bussiere and j. c. leyendecker 8 k,15196
1090,"hieronymus bosch, greg rutkowski, anna podedworna, painting of thousands of white blobs with red hair laughing at a female vampire clown in a vr headset",34461
1091,hypertealistic painting portrait of squidward from spongebob,30286
1092,"a perfect hyperrealist colour painting of a man at a desk, his head has burst open and a bouquet of dogs and frankfurters has erupted from his shattering skull. he is coated in one inch thick foaming saliva. perfect studio lighting.",49445
1093,"wide shot very low angle eyesight photo of stray cat and a banana peel at the street in New York, polaroid photo, by Andy Warhol, signed",1562
1094,black and white pencil sketch of a girl bending and crying into her arms in a bathroom,35718
1095,husband after cheating,23522
1096,milt kahl sketch of zombie apocalypse resistance camp with barbed wire fencing,42860
1097,"die antwoord chappie, back and white, zef design graffiti in the background, dark lighting, digital art",21923
1098,family photo of ronald mcdonald,26196
1099,"donald trump, magic city nightclub, award winning, flash photo, paparazzi,",46534
1100,"hillary clinton shaking hands with princess leia on the forest moon of endor, the return of the jedi, 3 5 mm photography, highly detailed, cinematic lighting",671
1101,zdzis?aw beksi¨½ski best artwork,17731
1102,"charcoal action   drawing of a woman cooking, chopping vegetables, dramatic",13195
1103,"realistic photo portrait of a three young scientists wearing white shorts, cone heads, holding clouds on their faces covered 1 9 9 0, life magazine reportage photo, natural colors",6263
1104,"Horrifying creature, horror",29294
1105,"ultra realistic face punch, realistic movement, hyperrealism, 8K",44417
1106,kaylee 4 keeps instagram model,11880
1107,"Sierpinski gasket, photograph",9889
1108,"a bar soap character is wearing a dress, her head is a bar soap",2272
1109,hellhound artwork by ben templesmith,17385
1110,"high quality high detail painting by lucian freud, hd, balon greyjoy",32285
1111,pale ghost entity,29216
1112,"a very old photo of slenderman in a house stalking the camera, terrifying, Highly Detailed, hyperrealistic, refined",38613
1113,"an expressive portrait of agent 4 7 from hitman choosing a weapon from a wall full of guns, dark background, red rim light, highly detailed, digital art, artstation, concept art by giger stalenhag",5482
1114,pov bob dylan throwing a punch at the photographer,41740
1115,"George Soros, dollar bills Body horror, biopunk, by Ralph Steadman, Francis Bacon, Hunter S Thompson",13941
1116,"movie film poster art for predator film shot in feudal japan staring hiroyuki sanada as a disgraced ronin who hunts down the predator after he fails to protect his master from it. in the style of ansel adams, reynold brown, h. r. geiger.",26567
1117,a painful looking prison cell,682
1118,"pine cone headed man with hard black eyes very startled, rule of thirds, super sharp, 4 k, ultra detailed, norman rockwell, angelic.",39919
1119,"black and white photo of a uncanny, scary, creepy Obama with sharp teeth, realistic",2544
1120,"potrait of a boy who is also a bird, fine etching and gouache by ihor podolchak and santiago sanjulian",38755
1121,cult of men dressed in occult robes and have wrinkly coneheads with three eyes and no mouth,2797
1122,"ominous bedsheet ghost floating above a grave, oil painting, brush strokes, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details,",39069
1123,"An extremely skinny zombie man with burning yellow smokey eyes on a dusty haunting background with red and white smoke and dirt, in the style of artgerm and adam hughes",36629
1124,"sexy ana de armas, in the style of Sean Archer",19280
1125,"color photo of two Donald Trump and Gollum, cinestill 800t, high quality, criterion collection",19601
1126,by miles johnston,48901
1127,"Zombie Vladimir Putin, fantasy, portrait, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha",31550
1128,"film still of obese 3 0 0   pound brie larson at mcdonald's, vibrant high contrast, octane, arney freytag, cinematic, portrait, backlit, rim lighting, 8 k",32737
1129,"blonde half   elf woman, rococo, sakimichan, 4 k",33421
1130,logo 4 k,20693
1131,"barack obama wearing supreme, fashion photography",6972
1132,"photo of sasha pieterse in 1 9 3 0 s penthouse rainy window, oil painting, by enoch bolles, greg rutkowski, ross tran, artgerm, wlop glossy skin, intricate architectural detail, pearlescent, very coherent, cute",33636
1133,"beautiful glorious realistic oil painting of young conan 0'brien, bokeh, baroque style by bouguereau, sunset, highly detailed, 8 k intricate",36408
1134,dark skinned bill clinton,24361
1135,most grossest picture ever taken,18555
1136,an explosing tardis painted by van gogh,28647
1137,The hard truth you'd rather not see.,42689
1138,"fully body pose, photo of a very beautiful!! pop star, ariana grande, lollipop, pacifier, 8 k, hdr, smooth, sharp focus, high resolution, award   winning photo, trending on artstation, dslr, 5 0 mm",1120
1139,"zombie full body female modeling hiphop streetwear drip, tristan eaton, victo ngai, artgerm, rhads, ross draws",12611
1140,"a group of fat human bodies intertwined, dense fog, in the style of nobuyoshi araki and klimt,",2383
1141,"exquisite creepy creature poster art, movie art, poster art, poster art, elegant, by lucusfilm, weta studio and james jean, 8 k, denoised",33019
1142,"the king of death, sitting on throne, shadows, hyperrealistic, dead bodies in the background, high resolution, 8 k, dramatic lighting, goat   like horns, dramatic pose, dramatic",13446
1143,"joe biden as slenderman in fever ray video, by beksinski, rembrandt, and gammell",36100
1144,"surreal ominous bedsheet ghost floating above a bridge, oil painting, gloomy misty atmosphere, symmetrical, full body image, highly ornate intricate details,",17199
1145,"adolf hitler as superman, realistic portrait, symmetrical, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha",30352
1146,"jennifer lawrence in the style of bathing the red horse by petrov vodkin, oil painting, digital painting, concept art, smooth, sharp focus, illustration, 8 k",35505
1147,portrait face head eyes man ears Nightmarish Horse Man Warlock the Hank Hill camouflaged as a Pony wearing a black shirt mark ryden greg rutkowski andrew wyeth giorgio de chirico dan witz,38558
1148,"an elegant minimalist oil on painting of a lonely man wandering in the burning desert, glittering, low dof, sparks",2892
1149,"padme amidala taking a bath artwork, safe for work, no nudity",3790
1150,"zombie full body male modeling hiphop streetwear drip, tristan eaton, victo ngai, artgerm, rhads, ross draws",7511
1151,"The dinner with all the dead people I knew, By Delphin Anjolras, by Ismail Inceoglu, by Emiliano Ponzi, ghosts",6665
1152,death beign resurrected,28123
1153,"realistic detailed image of a Distopia world reign by the internet, obscure, uzumaki, trippy",40009
1154,Caverned of the Damned. Eternal. Zdzis?aw Beksi¨½ski.,12853
1155,"newborn baby soldiers crawling, storming normandy, old world war 2 photo, film grain",8508
1156,Osama Bin Laden as Uncle Sam,20772
1157,"muscled mila kunis chilling out, 1 9 7 0, ball room, puffs of smoke rising, jazzy elegant, frank frazetta, alex horley, ralph horsley, michael whelan",37801
1158,"creepy child, hopelessness, staring out, black and white, victorian, poor, ultra realistic, concept art, intricate details, cinematic, highly detailed",16715
1159,"a ghost being captured on camera, photorealistic, realistic, scary",39944
1160,"a detailed digital art portait of angry zombie lebron james as kratos in a mosh pit, art by norman rockwell",8902
1161,japanese girl body,20090
1162,"detailed portrait of a beautiful emma watsonmega booty, painting by gaston bussiere, craig mullins, j. c. leyendecker",33482
1163,"pepe the frog meme, funny hilarious watermark ifunny",31930
1164,"epic professional digital art of a hand holding a corked vial of viscous black liquid; magic the gathering art by Volkan Baga, artstation",29063
1165,"a colourised and restored photo of Adolf Hitler together with Anne Frank as a happy couple, high quality, 8k,",2711
1166,"ominous bedsheet ghost floating in a dark autumn forest, oil painting, brush strokes, gloomy foggy atmosphere, symmetrical, full body image, highly ornate intricate details,",43059
1167,"beautiful portrait of a photo model, Portrait, Golden Hour, Rays of Shimmering Light, Natural Lighting, Artstation, by Caspar David Friedrich, by Pre Raphaelite Brotherhood, Unreal Engine",13089
1168,"Head wolf character, artwork by Ant¨®n Semenov",31720
1169,"green orc female, light green tone beautiful face by krenz cushart, anton fadeev",8645
1170,"alien donald trump, sharp teeth, by h. r. giger, nightmare fuel, nightmarish, intricate, highly detailed, optical illusion, president donald trump in white house",15632
1171,"a crumpled red plastic cup with white inside on concrete as a classical painting, oil paiting, epic lighting, epic compostion",16381
1172,"Blood for the blood god, Skulls for the skull throne by Adrian Smith and Delphin Enjolras and Ilya Repin",1518
1173,"barack obama breaking up with his lover steve jobs, strained relationship, breakup, heartbreak, end of a 9   year marriage. still from a film by david lynch",30009
1174,"a painting in the style of charlie bowater and in the style of charles dulac and in the style of robert mcginnis. smooth, sharp focus, fantasy, semi   realism.",1071
1175,"portrait of african tribal chief, symmetrical, dramatic lighting, colourful, art by zdzislaw beksinski,",15720
1176,"donald trump twerking at a presidential ralley with a stripper bot pole and people letting money rain on him, political cartoon style",434
1177,most nostalgic photo,38275
1178,"Fantasy character portrait of distorted detailed painting of a queen woman made of blood drips, octane render, hyper detailed, red flames, trending on Artstation, 8k resolution, full HD, cinematic lighting, award winning, anatomically correct",6217
1179,"Portrait of a beautiful pale skin Nordic female with short black hair, elegant, photorealistic, highly detailed, artstation, smooth, sharp focus, gold ornaments, neon lighting, sci fi, art by Klimt.",5722
1180,"creepy grainy found footage horror photo of a group of dogs in black robes standing in a circle around a fire at night. black and white, grainy, evil, unsettling, terrifying",14997
1181,"an unsettling old family photograph, anxious people standing in a large haunted house, phantom ghosts in the background, cinematic, horror, photorealistic, vintage,",23266
1182,"weird and disturbing portrait of todd solondz puking blood, todd solondz, vivid colors, neon, art by ( ( ( kuvshinov ilya ) ) ) and wayne barlowe and francis bacon and artgerm and wlop and william   adolphe bouguereau",11543
