image_id,source,prompt,seed
423005,coco-30k,An empty intersection with two red lights glowing,79033
430583,coco-30k,A rusty old red fire hydrant in the weeds.,23531
46418,coco-30k,a number of sheeo in a field standing close to one another,94456
331667,coco-30k,Doors open to the train to let people board and unboard,87093
354369,coco-30k,a hard covered book whose binder has fallen off placed on a table,99184
230593,coco-30k,many black and white ducks are walking on a road,45226
395752,coco-30k,The trolley is picking up passengers along the road.,11425
424293,coco-30k,A red stop sign mounted on the side of a light pole.,77890
250745,coco-30k,Two sheep standing next to each other in a field.,12615
282098,coco-30k,An advertising column with advertising posters on it.,1106
347210,coco-30k,The park bench sits along the path under the trees.,58405
169690,coco-30k,A little girl sitting on top of a bench in a  park.,49319
331307,coco-30k,A vase filled with flowers sitting on top of a window sill.,93987
41011,coco-30k,A man in an English suit and bowler riding a horse.,50529
4980,coco-30k,A woman in white and black dress with suitcase on train.,89239
405355,coco-30k,A train sits on a train track against a shrub,20605
411674,coco-30k,A double decker bus on a road next to a cyclist and two people walking.,50193
13168,coco-30k,The high speed passenger train is bound for New York.,72193
106281,coco-30k,Two trains passing each other on seperate tacks.,81031
386227,coco-30k,Cows and sheep graze a snowy field on a cloudy day,42964
248396,coco-30k,there is a bus that is stopped and is very dark,62216
328008,coco-30k,A happy man on a bus with other passangers.,28844
506224,coco-30k,two giraffes standing together beside a fence and wall,19918
170788,coco-30k,Five birds nestled together on a tree branch sleeping.,72631
542856,coco-30k,a public transportation bus with an advertisement on the side ,40535
341567,coco-30k,A large black bird flying over a snow covered mountain.,10857
121153,coco-30k,A white road sign suspended over a highway.,84454
515727,coco-30k,A group of white herons nesting in a marshy area.,87228
286361,coco-30k,A stop sign that has been tagged with graffiti.,61406
210501,coco-30k,A red and silver train traveling past a train station.,33172
113333,coco-30k,there is a side of a building with many pictures on it,22317
332489,coco-30k,A close up of the back of a stop sign and two street names.,14990
188077,coco-30k,A couple of airplanes sitting on top of an airport.,36554
367610,coco-30k,A man herding a large flock of sheep down a street.,19555
365047,coco-30k,A train moving along a track near a field.,81238
186938,coco-30k,A small bird standing on a rocky ground.,88269
278161,coco-30k,this school bus is yellow and black with dark windows ,77122
65357,coco-30k,a black red and green train engine on a track,1198
14567,coco-30k,A small propeller airplane flying through a cloudy sky.,60174
459136,coco-30k,A steel bench sitting next to a wall.,54978
547338,coco-30k,A herd of wooly sheep graze on short grass.,6891
534639,coco-30k,A modern train running on tracks near a station.,60215
566757,coco-30k,People sitting and standing on a bus at night.,56688
224247,coco-30k,Three passenger airplanes parked on a airport runway.,91883
75600,coco-30k,a purple red and white bus a man walking and some buildings,47165
202470,coco-30k,A person with an umbrella near a building.,4030
43266,coco-30k,A couple of giraffe in a field near some trees.,96696
80613,coco-30k,A hipster carrying an umbrella and a white hat.,76026
107511,coco-30k,A group of giraffe standing next to each other.,52038
262189,coco-30k,A group of four street signs stacked on top of each other.,60448
62500,coco-30k,A park bench sitting in the middle of a forest.,4434
132578,coco-30k,A cat laying on a bed by a window.,3337
444703,coco-30k,A street filled with lots of double decker buses.,46470
353320,coco-30k,A guitar case rests on an empty bench,69298
231616,coco-30k,A group of people petting giraffes at a zoo.,13309
442614,coco-30k,Two giraffe standing next to each other on a dirt field.,24332
389811,coco-30k,A speed limit sign mounted beneath a green street sign.,85879
22423,coco-30k,A man standing next to an elephant who stole his hat with it's trunk.,4436
380906,coco-30k,A bench sitting next to the ocean with purple bows on it.,97553
180095,coco-30k,"A sign that says ""stop"" with another sign underneath it .",90023
528977,coco-30k,"Street signs, graffiti, old buildings and a bridge.",50559
36331,coco-30k,a jacket sits on a bench in a park,69470
161990,coco-30k,Train with four cars traveling through the wooded area.,97430
431432,coco-30k,Young Elephant Training Center with elephants and trainers.,20918
565971,coco-30k,A large long train on a steel track.,6892
487217,coco-30k,A traffic light over a city street with cars.,5501
230679,coco-30k,A person giving a giraffe some food with his hand.,50727
283318,coco-30k,A fire hydrant and some cars on the side of the street.,4030
524140,coco-30k,A large red bus on the side of a city street.,61951
163929,coco-30k,Two women sitting on a bench on an open boat.,23178
104198,coco-30k,A sign is next to an ornate white gazebo.,92523
334614,coco-30k,Two black cows behind a gate near a red fire hydrant. ,76823
550084,coco-30k,A green sign says Thruway one fourth mile.,68891
413779,coco-30k,A old train station with trains on the tracks.,63729
170072,coco-30k,There's a crossing sign that shows you can't make left turns,49688
34847,coco-30k,A fire hydrant stands alone in the middle of the concrete.,78466
212559,coco-30k,A stable full of lambs standing and laying around.,4710
198811,coco-30k,a big red fire hydrant on the side of a building.,1967
453507,coco-30k,A black cat wearing a little party hat.,37569
251232,coco-30k,A model train on a model bridge decorated with christmas lights.,6227
283147,coco-30k,Some old buildings have street signs next to them.,31893
482777,coco-30k,An aeroplane soaring high in a clear sky.,75552
445295,coco-30k,A large commercial airline taking off from the airport.,80420
27438,coco-30k,Two sheep one with a bell tied to its neck walking in a green field.,97749
127624,coco-30k,A train next to a train station with city in background.,70633
257887,coco-30k,a train on a train track on an elevated bridge,86591
136218,coco-30k,A plane flying between two large buildings in black and white.,46615
440043,coco-30k,A red double decker bus next to another bus in warehouse.,76924
258789,coco-30k,A field with a cat and chicken next to a fence.,36004
530163,coco-30k,Three giraffes feed from a basket hanging off a tree.,35003
204059,coco-30k,a young female siting on a bench near a small stagnant lake,54167
559790,coco-30k,Large commuter train parked on the track with no people around.,20941
297956,coco-30k,A person on a motor bike on the water.,25359
317622,coco-30k,A line of buses in a parking lot with people standing around.,31699
119345,coco-30k,a train sitting on a train track next to some trees,55611
163132,coco-30k,An airplane taking off from an airport at night.,40790
301981,coco-30k,A giraffe caged in while grass falling from his mouth. ,9726
503238,coco-30k,A red bus going down a busy city road.,58352
569272,coco-30k,A cat looks at a computer screen while snuggled against a keyboard.,75505
34950,coco-30k,A passenger train pulling into the train station.,34299
311877,coco-30k,A one way sign pointing to the left; the sky is blue in the background. ,43262
323571,coco-30k,A street sign on the street near a building.,3465
327186,coco-30k,A large green airplane has it's landing gear down.,75151
385781,coco-30k,A picture of a stone bench in a park.,67755
487422,coco-30k,A tall giraffe in a green grassy field.,77268
322845,coco-30k,a close up of a street sign near a building,14083
385042,coco-30k,A black and white fire hydrant stands on a brick sidewalk.,82603
289073,coco-30k,A close up of a red fire hydrant next to a light pole.,89978
89121,coco-30k,a close up of two giraffes with a rock background,35374
168416,coco-30k,"a red humming bird outside at a humming bird feeder
",35087
495626,coco-30k,An otherwise charming old section of town is nonetheless assaulted by a massive billboard attached to the side of a building. ,68123
466263,coco-30k,A silver fire hydrant by a manmade path and lake,76299
297343,coco-30k,A stop sign has been placed upside-down in the grass beside a building. ,79172
10256,coco-30k,a red fire hidrent with red leaves everywhere surrounding it ,51042
245431,coco-30k,A black bird sitting in grass by water,19674
166060,coco-30k,A giraffe stretching outs its tongue to get a carrot being held out by a woman.,16310
400178,coco-30k,A sign on a road that resembles a chess board.,31129
107247,coco-30k,The double decker bus is heading south through the mountainous region of California.,43712
134689,coco-30k,there is a very tall giraffe standing in the wild,68110
360132,coco-30k,A giraffe is eating leaves off of a tree,34373
3983,coco-30k,A group of people next to a bus with skis and backpacks.,68856
114941,coco-30k,train pulling up on the tracks next to a stationary double decker train,72393
280271,coco-30k,A blue fighter plane on runway with trees in the background.,43835
98261,coco-30k,Two brown and black birds staring on a curved wire.,35069
100811,coco-30k,A row of wooden poles with seagulls resting on them.,93399
559955,coco-30k,A platform at a train station with a train on either side.,4765
122007,coco-30k,Two giraffe standing next to each other in a field.,86041
55272,coco-30k,A bird floating on top of a body of water.,28895
248193,coco-30k,A long yellow train traveling down train tracks.,49545
329379,coco-30k,a sign on a fence with trees on the other side,11359
347422,coco-30k,bench located near the side of a ship,79834
353321,coco-30k,A woman sitting next to a  man on top of a purple bench.,99902
21671,coco-30k,There is a broken pink fire hydrant on a sidewalk,83422
372706,coco-30k,There are some cars and trucks parked at a bus depot,40282
539302,coco-30k,two giraffes and an elk in the brush,4842
28758,coco-30k,A giraffe and a zebra are in a grassy field.,81373
328018,coco-30k,A bird is standing on a rock by the water.,19236
230976,coco-30k,A chalk sign is placed outside on a wall advertising a restaurant. ,38757
234463,coco-30k,Sepia photograph of a stop sign next to row of mailboxes.,19977
164464,coco-30k,two black and white skate boards under a black steel bench,13076
229385,coco-30k,A red fire hydrant stands on the sidewalk by the street.,30240
190776,coco-30k,There are four sheep in the grassy field. ,7286
361400,coco-30k,A traffic light is showing a green arrow.,22693
56545,coco-30k,A gray bird is standing on small brown branch.,4096
299045,coco-30k,A street light stands in front of a Best Buy.,59235
445682,coco-30k,a close up of a person and a sheep,22667
279136,coco-30k,A stop sign has some graffiti on it.,46110
469609,coco-30k,A pole that has a bunch of street signs on it.,74140
38574,coco-30k,A tray topped with a Micheal Jackson hat and matching glove.,3671
574200,coco-30k,A parking lot has many school buses parked in it.,18879
61938,coco-30k,a green double Decker bus stopped on the street,66881
440508,coco-30k,A long orange train traveling through a rural green countryside.,21531
213605,coco-30k,A bus parked next to a white building with red trimming. ,35654
330931,coco-30k,A giraffe is crossing the road by some shrubbery.,10744
300479,coco-30k,an old black and white photo of a train,91088
343496,coco-30k,A person walking by stop sign at street intersection.,51476
549048,coco-30k,A white bus on street next to sidewalk and buildings.,88803
565607,coco-30k,A green fire hydrant next to field of colorful flowers.,65167
233567,coco-30k,A goat is standing in a barn by some hay.,58118
191296,coco-30k,A small red fire hydrant in grassy field.,41878
559315,coco-30k,A black and white photograph of people at a bus stop.,98066
410712,coco-30k,A yellow and black traffic sign with buildings in background.,26364
241948,coco-30k,A train sitting on train tracks next to a  small rural road.,91225
345535,coco-30k,A blue and silver fire hydrant sitting on a field of dirt.,94205
263211,coco-30k,A giraffe walking through a lush green field.,87425
304725,coco-30k,A traffic light sitting next to a chair on a hard wood floor.,15063
469687,coco-30k,A bird flying through the air while flapping it's wings.,4993
279596,coco-30k,A stop light that is green that also has various other street markers on it.,7827
290981,coco-30k,A herd of sheep that are grazing in a field.,36858
448626,coco-30k,Two white vans of some sort parked near a mountain.,78297
454444,coco-30k,A group of three giraffe standing inside of a cage.,2495
476597,coco-30k,Two men are talking to each other near a fish tank. ,98312
155087,coco-30k,A small white bird standing on top of a dirt field.,32248
111867,coco-30k,A group of boats floating on a body of water next to shore.,72832
233882,coco-30k,A small red plane sitting on top of an airport tarmac.,47582
388674,coco-30k,A large gray elephant standing on top of a field.,77103
79836,coco-30k,A red traffic light sitting over the top of a street.,32768
317732,coco-30k,A giraffe grazing from tree with brick wall in background.,39687
36768,coco-30k,A parked snow mobile siting on the side of a train.,66135
420710,coco-30k,A commuter train going across a bridge next to a road,69273
220739,coco-30k,"A green and white street sign that reads ""lincoln av e.""",98581
15667,coco-30k,There is a yellow fire hydrant on the side of a street.,76589
198477,coco-30k,There is a car on a street and some traffic lights.,98123
134863,coco-30k,A couple of traffic lights hanging over a city street.,613
358750,coco-30k,A blue and white double decker bus parked in a parking lot.,59956
460646,coco-30k,A bus sitting on the side of a road.,83235
381599,coco-30k,Five jumbo jets are parked at a large airport.,60380
425136,coco-30k,The little girl poses with her dog for a photo. ,58479
496765,coco-30k,An empty train station with a train parked in waiting.,25880
8603,coco-30k,An adult and baby giraffe walking through a field.,29088
547790,coco-30k,A fighter jet flying through a cloudy blue sky.,969
184321,coco-30k,A train traveling down tracks next to lights.,91178
335839,coco-30k,A man near a red fire-hydrant during the day.,59260
178435,coco-30k,A mother sheep feeding her baby on a lush green field.,48727
523252,coco-30k,The long steam train sits at the station.,36962
258136,coco-30k,A train traveling down train tracks near a building.,97728
533896,coco-30k,A blue street sign sitting next to a road.,57964
432553,coco-30k,A couple of dogs viewing something as a person sits in a chair.,98781
458613,coco-30k,Two cars driving down a street next to a green bus.,41940
286654,coco-30k,"A street sign reads ""Rue Paul St"" in the snow.",48606
406329,coco-30k,A blue and white bus parked in front of a brick house.,49930
206473,coco-30k,Six sheep stand close together near a grassy hill.,43438
252101,coco-30k,a sidewalk with standing street lights on at night.,86322
525361,coco-30k,A train pulled into a train station next to a loading platform.,39962
261068,coco-30k,A lady doing something with animals in an enclosed area.,81693
468487,coco-30k,A woman who is holding her little dog.,34597
361993,coco-30k,A man walking across a street near a traffic light.,60898
135763,coco-30k,A red fire hydrant sitting in a lush green field.,67191
456559,coco-30k,A man wearing sunglasses and a black hat.,68809
339870,coco-30k,A tall church tower sitting on the side of a road.,68372
213593,coco-30k,A red stop sign sitting on the side of a tall building.,45387
463618,coco-30k,A woman holding a baby next to a bird cage.,96991
27658,coco-30k,A red fire hydrant sitting on top of a lush green hillside.,61768
563603,coco-30k,A herd of giraffe standing next to each other next to a pond.,79651
281837,coco-30k,A person holding an umbrella above their head.,52261
120905,coco-30k,A red fire hydrant with a green cap with a bird on top of it.,64998
50277,coco-30k,A flock of seagulls walking along a beach.,18640
96505,coco-30k,Wild bird standing out at the water's edge,43596
11269,coco-30k,View of a train coming in on the far side tracks,94798
24629,coco-30k,A red stop sign sitting on the side of a street.,75191
181065,coco-30k,A herd of sheep grazing on a lush green hillside.,77021
507361,coco-30k,A bottle sitting on a window sill next to a window.,55042
485887,coco-30k,"Street full of cars, double decker buses, and someone on a bike",8700
400189,coco-30k,A bus driving down a street next to a lush green forest.,28102
395928,coco-30k,A wooden bench sitting next to a fence near a forest.,54672
193121,coco-30k,A tall giraffe walking through lush green forest.,7803
328921,coco-30k,A group of three dummy heads covered in hats.,33633
79589,coco-30k,A giraffe standing in the middle of a field.,67652
150265,coco-30k,A group of people walking down a sidewalk.,18131
288882,coco-30k,Two large giraffes inside a fenced area interact with one another,82864
533872,coco-30k,People are feeding a giraffe in an enclosure.,75738
401212,coco-30k,A large building has a Glass business logo on it.,82876
564563,coco-30k,A view of birds gliding through the air.,61935
365511,coco-30k,The street sign is clearly visible for all to see. ,42560
176847,coco-30k,Black birds picking berries out of the tree,80429
473171,coco-30k,A picture of the sun setting in the trees. ,26628
130437,coco-30k,Cars riding on the street across a train on the tracks,38473
412757,coco-30k,Two green buses parked along the side of a city street.,17808
560371,coco-30k,Street signs from the corner of 8th ave. and 22 3/4 st.,81111
177419,coco-30k,A bright blue fire hydrant is on a brick sidewalk.,3527
227691,coco-30k,there is a small seagull standing by the water,80847
462342,coco-30k,there is a train and a person walking on rail road tracks,7624
486162,coco-30k,this stop sign has many stickers on it,44962
24530,coco-30k,A close up view of a giraffe in front of a palm tree.,66442
468499,coco-30k,A city train as it travels down the tracks.,31848
370095,coco-30k,Graffiti stains the surface of a green and white sign.,75753
7325,coco-30k,A red fancy bus is parked by a standing man.,2773
371139,coco-30k,A traffic light is standing in the middle of the street as buses are driving in the background.,30372
292945,coco-30k,Pair of scantily clad adults resting on red benches across of city skyline.,41448
309264,coco-30k,Many cages of birds are stacked at a pet store.,91828
375128,coco-30k,A fire hydrant is in the dark by a sidewalk.,43179
155644,coco-30k,A young woman sits on a bench with shopping bags.,20118
477202,coco-30k,dogs standing around with someone watching them ,79302
436511,coco-30k,Tourists watching a man running with horned sheep down a dirt road,16090
314200,coco-30k,A white an blue fire hydrant on grassy yard next to sidewalk.,37362
520338,coco-30k,A man in white shirt standing outside of a building with a yellow fire hydrant in the foreground.,10013
432647,coco-30k,Three street signs located next to a brick building.,51075
127135,coco-30k,Small black and white pig on wheeled cart with protest sign.,9761
214732,coco-30k,A fire truck parked next to a fire hydrant.,27990
251181,coco-30k,The yellow mustang car is sitting on the side of the sign.,22901
185989,coco-30k,An announcer with a microphone talking to a crowd.,41910
306952,coco-30k,An enclose in a building with a giraffe in the background.,29161
243316,coco-30k,A goat standing next to a tree in the open.,74943
468993,coco-30k,A man works on landscaping a tree near a giraffe.,79621
62661,coco-30k,A taxi cab parked next to a fire hydrant.,33337
291028,coco-30k,A fire hydrant next to an old brick building.,59553
247838,coco-30k,A small herd of buffalo resting on the ither side of the stream.,9869
286493,coco-30k,Subway train pulling into the station for boarding.,72392
357060,coco-30k,A bird is trying to find food in the water. ,99046
105291,coco-30k,The stop sign at the corner of North Main and Schoolhouse,87757
456192,coco-30k,A group of elephants are standing under a roof cover.,97753
528142,coco-30k,A train station with a few people standing beside the train.,429
522566,coco-30k,A very short van is parked with a surfboard leaning against it.,66247
493503,coco-30k,There is a one way street at the corner of Henry St. and Love La.,42251
342476,coco-30k,A group of birds foraging in a grassy field.,13499
408047,coco-30k,City bus loading on a busy metropolitan street. ,7392
280413,coco-30k,A street sign on a city street with tall buildings.,73902
577036,coco-30k,a big bus is parked as a some people ride by in a cart ,41604
205190,coco-30k,two trains sit motionless at a train depot,83041
423187,coco-30k,A plane that is flying high up in the air.,26053
105872,coco-30k,An older black and white picture of a cue of people boarding a bus,50047
8080,coco-30k,A bus parks close to a truck in front of a church.,46133
208318,coco-30k,many fire hydrants made to look like cartoon characters,22335
195444,coco-30k,An old rusty fire hydrant standing on a cracked sidewalk.,40456
380057,coco-30k,Many posters are placed on a wall near a busy street.,81197
121503,coco-30k,People get on a bus on a street next to a building. ,30266
442695,coco-30k,A man sitting on a chair next to a black dog.,15569
475466,coco-30k,"A man is standing near some graves, water, and a bus. ",26334
310035,coco-30k,A young woman reading while laying down on a park bench.,98120
199339,coco-30k,"A street sign with the name of two streets and a stop sign, and parked cars and buildings in the distance.",7658
184400,coco-30k,A train as it travels down the tracks over a bridge.,19934
578522,coco-30k,A crossroads sign with a car parked nearby. ,32975
394535,coco-30k,A group of people getting onto a bush carrying surfboards.,14185
40896,coco-30k,A tall giraffe standing next to a tree filled forest.,33254
419544,coco-30k,Bus 811 is pulling into a bus stop. ,7339
488206,coco-30k,A cat sits on a bench next to another bench.,82218
227878,coco-30k,There is no pattern to these four photos.,38087
26393,coco-30k,train pulling up the track while people wait on the sidewalk,77298
566729,coco-30k,A man stands next to a bird on a rock.,52694
252332,coco-30k,A stop sign is shown among foliage and grass.,15330
51702,coco-30k,big city with tall buildings and lots of people on the street,95574
355756,coco-30k,a store sits in front of a fire hydrant ,18958
324670,coco-30k,A seagull sitting on the pier with the light house behind him.,60103
108353,coco-30k,A small bird sitting on a tree branch.,87986
287291,coco-30k,A city street with buildings and cars on a rainy day.,35178
232614,coco-30k,A bird is perched by a leaf on a tree branch.,55280
116848,coco-30k,A large bus driving past a few stores.,19081
504194,coco-30k,A dog is sitting near a bench alone.,90078
176031,coco-30k,A couple are approaching a man sitting down outside of a small shop. ,85161
338153,coco-30k,A traffic signal showing that it is safe for horses to cross.,73557
388487,coco-30k,A patch of wild flowers growing next to a stop sign.,85095
503860,coco-30k,A street sign with a one way arrow on it.,97248
310902,coco-30k,A train travels over a tunnel with lights in it.,15659
91949,coco-30k,A man standing next to a boy in front of a tree.,22480
371256,coco-30k,A dark blue parrot holding a gray lizard in its mouth.,17754
494782,coco-30k,A young person in a hoodie with headphones in on a laptop. ,94438
424258,coco-30k,A wooden bench near two barrels with flowers. ,67466
346343,coco-30k,A train station with a few passengers waiting for the train to arrive.,50712
233834,coco-30k,A train moving down the rail road tracks .,26444
348991,coco-30k,Two benches on opposite sides of a grave pathway in a park with flowers in bloom.,92672
316522,coco-30k,Large blue passenger bus parked in front of large building. ,86282
558594,coco-30k,City posts with street signs and lights on it. ,99367
330681,coco-30k,a home made stop sign in the middle of nowhere,76902
336340,coco-30k,The wooden bench is near a busy stream.,58119
511420,coco-30k,The large passenger train is painted maroon and gold.,2260
167810,coco-30k,Two ducks are swimming in the water of a pond.,46996
191047,coco-30k,Three men all walking in the middle of the road .,31405
469242,coco-30k,a train on a train track at a train station,74828
226256,coco-30k,A garden is surrounded by a train and phone booth. ,20766
231476,coco-30k,A passenger train at the end of a set of tracks in a building .,28924
386650,coco-30k,A bench next to three potted plants. ,1821
524992,coco-30k,a red blue and yellow bus and a green and white bus and some people,35857
211386,coco-30k,A passenger bus is parked on the side of a road. ,42809
5076,coco-30k,Large tree with wooden picnic bench in wilderness area,34950
42628,coco-30k,Snow piled high around pipes with people walking in background,49941
238045,coco-30k,The three green buses are parked next to each other.,59654
542451,coco-30k,There are a lot of animals on the hills.,67318
535326,coco-30k,a bus taped off so it can be painted,21141
577712,coco-30k,Three people stand in front of the giraffe zoo section.,25197
33707,coco-30k,Two giraffes are standing next to a building.,15980
171915,coco-30k,Two red buses are passing on the street.,16930
441518,coco-30k,Man in boxers on couch with two laptops,45289
534983,coco-30k,two orange gray and black birds sitting in a tree,90673
287318,coco-30k,A train on track passing through a small station.,26348
34904,coco-30k,A book on a wooden bench on a street.,37721
546829,coco-30k,A small white dog on a wooden bench.,55689
261471,coco-30k,A city street with many different cars driving.,84328
218134,coco-30k,"A white, red and blue bus on street next to people walking.",84520
395289,coco-30k,Guy sitting on ground in the middle of the street with traffic light behind him,74105
380388,coco-30k,"Non passenger train, slowly coming down the tracks",47869
516602,coco-30k,A small calf is in a pen with bails of hay.,91838
206381,coco-30k,A girl chatting with a mother goat while her baby goat looks on.,9234
235902,coco-30k,Small bird hanging off the side of a cage bird feeder,41739
361830,coco-30k,A red stop sign and some tall grass.,61733
407168,coco-30k,A train next to a station as a man walks beside it,18151
417586,coco-30k,A black and white photo of a pair of shoes on a bench.,2470
390685,coco-30k,A close up of a stop sign on a public street.,40595
407180,coco-30k,A zeppelin flying in the air as a water spouts occurs in a city lake.,7000
303942,coco-30k,A blue and white street sign next to a white building.,91959
331816,coco-30k,A group of sheep in grassy area with tree in the background.,67519
536195,coco-30k,A group of sheep in grassy area next to a fence.,1312
58933,coco-30k,"A mountain area with rocks and grass, and a large ram standing in the grass.",49149
349098,coco-30k,People standing outside a train at a snowy train stop.,41589
261721,coco-30k,A black and red small train in shopping area.,86189
369547,coco-30k,An area with rocks on the ground and a dog sitting on them. ,53553
573549,coco-30k,People are gathered under a female impersonators sign.,29572
388212,coco-30k,A tall giraffe is standing by a fence.,85637
271900,coco-30k,Some sheep are next to a hay pile.,47783
490275,coco-30k,Air force jet in a take off position above the tree line.,18536
313342,coco-30k,Miniature trains on tracks with miniature person standing in the middle.,10852
38048,coco-30k,A red fire hydrant on a city sidewalk.,95555
213280,coco-30k,Black and white photograph of people standing in shore next to bus in water.,84305
288553,coco-30k,"A man in tie, black coat and a hat.",76845
519046,coco-30k,A giraffe standing in front of green brush.,68367
363508,coco-30k,An elderly giraffe with a mottled forehead looks at the camera.,87604
27756,coco-30k,A traffic light glows red on a cloudy day,99353
437284,coco-30k,A white and grey train car with graffiti on it.,35435
276066,coco-30k,A giraffe standing in dirt field next to trees.,76224
91857,coco-30k,A giraffe sticking its head in a feeding basket with trees in background.,55784
97988,coco-30k,"Man standing under banner that reads ""Run for Rights""",65674
513765,coco-30k,A group of children sit at a craft table.,14779
74798,coco-30k,A white and black bird on a chimney next to sky.,7997
197941,coco-30k,Bench and window with shutters with bricked wall,32721
335521,coco-30k,A busy street on the side of the hill ,99290
449031,coco-30k,The large city bus is painted bright yellow.,36289
408789,coco-30k,A room with various blue and white signs and a television.,30957
290026,coco-30k,A black and red bus turning on street next to a building.,48124
275237,coco-30k,A blue and white train on tracks with blue sky in background.,97783
67704,coco-30k,A white and blue train with various graffiti on it.,48690
142207,coco-30k,A fire truck near a yellow fire hydrant. ,72547
304929,coco-30k,A stop sign over a grassy area next to trees.,31754
565742,coco-30k,A vast and grassy field with sheep grazing.,96479
532876,coco-30k,A skier standing in the snow next to a yellow and blue train.,78411
500559,coco-30k,Two wooden benches with a tree in background.,98767
394840,coco-30k,Dude on horseback leads herd of sheep with two dogs,40289
203063,coco-30k,A herd of sheep grazing in a snow covered field.,756
478286,coco-30k,The train is traveling across the high bridge.,1936
165547,coco-30k,An eating area with a table and a few chairs.,95299
425447,coco-30k,White truck parked on street with trees and man,69952
534394,coco-30k,A herd of sheep moving up over a wall to a field from a sidewalk.,24704
506401,coco-30k,A city scene is shown with stop lights is shown.,13875
350988,coco-30k,A group of seats are placed on steps.,64821
294865,coco-30k,A silver miniature train with trees in background.,16564
397117,coco-30k,a yellow and white concrete truck next to a bus,7714
428125,coco-30k,four scenes with each showing a smiley face doll,45582
436738,coco-30k,An intersection with antique cars and a bus at it.,40218
99186,coco-30k,A stop sign at an empty intersection in the country side.,53316
274599,coco-30k,A group of various farm animals together in front of a barn.,20135
423036,coco-30k,a close up of a bench with a dog laying on the ground,4405
322226,coco-30k,A row of wooden cages with white sheets over them.,25122
57548,coco-30k,Two very cute fuzzy young sheep on  a grassy hill.,92917
154497,coco-30k,a close up of two people sitting near one another,97510
237256,coco-30k,A group of sheep is standing in a grassy field.,37785
259382,coco-30k,Giraffe inside rock walls standing and bowing its head.,21010
312384,coco-30k,A city street with cars and a bus on it.,12173
162130,coco-30k,A wooden bench is sitting next to a grassy field.,32578
450464,coco-30k,A railroad train heading toward a traffic light on the tracks,70481
189203,coco-30k,Two photos of an airplane in the air.,51602
305135,coco-30k,A large sign and some cars on a street.,59349
308894,coco-30k,A large long train on a steel track.,68522
312692,coco-30k,"Two trains in an urban station with people waiting.

",42633
197716,coco-30k,A bus parked on a street next to a tree.,15233
329486,coco-30k,A passenger train crossing a bridge by the beach,40219
356091,coco-30k,A lamp above a sign on a building with flowers.,85639
147223,coco-30k,A small bus parked in front of a bus stop.,58004
117015,coco-30k,A photo of a giraffe standing next to trees.,3791
125286,coco-30k,A street sign sitting on top of a snow covered traffic lights.,55347
61959,coco-30k,A photo of a bus driving down the road.,940
140583,coco-30k,A group of donkeys on the side of the road.,54737
418959,coco-30k,A duck standing on a pile of debris in water,78906
396568,coco-30k,An orange and black train with train cars passing trees.,77565
190056,coco-30k,Three giraffes grazing from a bush over a fence.,6001
260020,coco-30k,A stop and street sign on a pole.,94793
396903,coco-30k,Small red propeller airplane sitting on an airport runway. ,51343
90442,coco-30k,A red bus on street next to buildings.,44034
490991,coco-30k,A giraffe grazing from feeder in dirt area next to trees.,83239
151733,coco-30k,A red and white bus on street next to a building.,36127
468354,coco-30k,A group of small birds in the water.,64847
293841,coco-30k,A silver bus on street next to buildings.,80592
507797,coco-30k,Two buses parked next to each other in front of a building.,87450
23051,coco-30k,A red and white train with graffiti on it.,40230
362391,coco-30k,A group of red trains parked in a train lot next to a mountain.,74421
147915,coco-30k,A stop sign that has some graffiti on it.,58448
30925,coco-30k,A giraffe stands next to a tree and a lake.,32354
431573,coco-30k,A red fire hydrant is leaking onto a side walk.,80739
323128,coco-30k,A cat curled up in a sunny spot on a table sleeping.,27067
389206,coco-30k,"The boy is wearing a party hat, and entertaining the table with his noisemaker.",6578
182469,coco-30k,A stop sign sitting above a road barricade.,78932
207548,coco-30k,Two children sit on a wooden bench in a forest.,16050
450719,coco-30k,A giraffe drinking water from a pond with it's legs spread,88188
318561,coco-30k,A herd of sheep in an open field.,96464
389684,coco-30k,The pedestrian is walking down the side of the highway by the bus.,84278
576714,coco-30k,A sheep standing in a open grass field.,77335
201756,coco-30k,A close up of two birds on a tray with bananas peels.,25295
164420,coco-30k,a red fire hyrdant next to two red poles ,63832
356314,coco-30k,a whole lot of signs written in  an asian language,40047
269006,coco-30k,A red double decker bus driving past very tall buildings.,20327
372070,coco-30k,A train caravan passes by a small town.,28478
76595,coco-30k,A large blue bus on a city street.,12842
579036,coco-30k,a red bus with an open upper deck,99230
44045,coco-30k,a bicycle leaning against a stop and a yellow car,4608
361947,coco-30k,a green bus from a foreign country coming down the road,36620
433787,coco-30k,A person on a surfboard with a paddle in the water.,44368
22215,coco-30k,A large blue train on a steel track.,48258
128586,coco-30k,A woman sitting on a bench next to a child in a stroller.,28304
297108,coco-30k,A cat in a birthday hat is lying on a couch.,1149
141143,coco-30k,A flock of birds flying over a beach near the ocean.,670
156809,coco-30k,A yellow fire hydrant sitting in a patch of green grass.,33874
548267,coco-30k,A herd of sheep grazing on a lush green field.,18432
199842,coco-30k,A golden bus driving over a bridge spanning a river.,34308
438364,coco-30k,A red double decker bus driving down a city street.,76132
